,sy_snum,sy_pnum,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
2024,1,2,301.183,1.3090000000000002,-1.298,13.624,0.092,-0.092,11.393,0.017,-0.017,13.4205,0.00023799999999999998,-0.00023799999999999998
2025,1,1,367.0,27.913,-30.161,16.319000000000006,0.115,-0.115,12.767,0.037000000000000005,-0.037000000000000005,15.9484,0.010915000000000001,-0.010915000000000001
2026,1,1,1660.48,94.3,-84.85,15.945,0.138,-0.138,14.237,0.07200000000000001,-0.07200000000000001,15.7709,0.000512,-0.000512
2027,1,1,755.678,8.861,-8.662,13.347,0.103,-0.103,11.774,0.02,-0.02,13.1928,0.00027400000000000005,-0.00027400000000000005
2028,1,1,1167.49,69.43,-62.18,16.473,0.401,-0.401,14.224,0.079,-0.079,16.2846,0.000754,-0.000754
2029,1,1,570.835,7.351,-7.17,14.989,0.13699999999999998,-0.13699999999999998,12.734000000000002,0.027000000000000003,-0.027000000000000003,14.8607,0.000383,-0.000383
2030,1,1,1043.56,40.6,-37.71,15.937,0.149,-0.149,13.951,0.065,-0.065,15.7209,0.000521,-0.000521
2031,1,1,949.59,16.9155,-16.9155,14.369000000000002,0.057,-0.057,12.537,0.02,-0.02,14.226,0.000236,-0.000236
2032,1,1,991.845,16.759,-16.759,14.038,0.126,-0.126,12.339,0.023,-0.023,13.8576,0.000236,-0.000236
2033,1,1,499.0,20.111,-25.122,15.461,0.206,-0.206,12.755,0.035,-0.035,15.2813,0.009951999999999999,-0.009951999999999999
2034,1,1,1498.58,84.1,-75.75,15.96,0.229,-0.229,14.081,0.067,-0.067,15.7181,0.000421,-0.000421
2035,1,3,548.686,4.126,-4.067,13.277,0.08,-0.08,11.762,0.021,-0.021,13.197,0.000231,-0.000231
2036,1,3,548.686,4.126,-4.067,13.277,0.08,-0.08,11.762,0.021,-0.021,13.197,0.000231,-0.000231
2037,1,3,548.686,4.126,-4.067,13.277,0.08,-0.08,11.762,0.021,-0.021,13.197,0.000231,-0.000231
2038,1,1,1054.37,54.02,-49.08,15.894,0.058,-0.058,13.76,0.046,-0.046,15.8488,0.0006219999999999999,-0.0006219999999999999
2039,1,1,783.4010000000002,13.341,-12.91,12.868,0.092,-0.092,11.554,0.022,-0.022,12.7261,0.000225,-0.000225
2040,1,1,2465.84,221.46,-188.57,15.741,0.161,-0.161,14.352,0.08900000000000001,-0.08900000000000001,15.6194,0.000515,-0.000515
2041,1,1,449.0,21.552,-24.683000000000003,14.720999999999998,0.195,-0.195,12.405,0.021,-0.021,14.5581,0.0008449999999999999,-0.0008449999999999999
2042,1,1,661.421,11.322,-11.322,13.755999999999998,0.126,-0.126,12.104,0.022,-0.022,13.5925,0.000381,-0.000381
2043,1,1,863.873,11.322,-11.322,13.681,0.057,-0.057,11.914,0.019,-0.019,13.5629,0.000244,-0.000244
2044,1,1,1697.81,249.846,-129.998,15.464,0.046,-0.046,13.645,0.053,-0.053,15.1663,0.00116,-0.00116
2045,1,1,1220.0,249.846,-129.998,15.601,0.16,-0.16,13.711,0.043,-0.043,15.4816,0.003041,-0.003041
2046,1,1,1530.32,38.18,-38.18,13.759,0.092,-0.092,12.112,0.024,-0.024,13.5234,0.000212,-0.000212
2047,1,1,1214.09,30.02,-28.62,15.053,0.115,-0.115,13.404000000000002,0.037000000000000005,-0.037000000000000005,14.8316,0.00032900000000000003,-0.00032900000000000003
2048,1,2,809.467,11.2115,-11.2115,13.882,0.08,-0.08,12.223,0.025,-0.025,13.7057,0.000236,-0.000236
2049,1,2,809.467,11.2115,-11.2115,13.882,0.08,-0.08,12.223,0.025,-0.025,13.7057,0.000236,-0.000236
2050,1,1,875.523,61.425,-61.425,15.567,0.172,-0.172,12.932,0.023,-0.023,15.2824,0.0017079999999999999,-0.0017079999999999999
2051,1,1,1623.24,61.425,-61.425,15.4,0.149,-0.149,13.755999999999998,0.06,-0.06,15.2711,0.00038500000000000003,-0.00038500000000000003
2052,1,1,2171.87,153.12,-134.59,15.594,0.172,-0.172,13.97,0.061,-0.061,15.3702,0.000362,-0.000362
2053,1,1,1328.0,370.217,-149.102,15.050999999999998,0.252,-0.252,13.492,0.036000000000000004,-0.036000000000000004,12.0421,0.000156,-0.000156
2054,1,1,775.529,14.697,-14.17,12.198,0.057,-0.057,10.819,0.017,-0.017,12.0421,0.000156,-0.000156
2055,1,1,704.211,9.427,-9.186,12.984000000000002,0.114,-0.114,11.729,0.014,-0.014,12.8692,0.00028399999999999996,-0.00028399999999999996
2056,1,1,2530.62,141.63,-127.63,15.119000000000002,0.115,-0.115,13.358,0.034,-0.034,14.9099,0.000321,-0.000321
2057,1,1,2101.69,297.13,-233.75,15.701,0.183,-0.183,13.917,0.066,-0.066,15.6607,0.0021219999999999998,-0.0021219999999999998
2058,1,1,1154.13,63.8,-57.56,14.983,0.217,-0.217,13.136,0.041,-0.041,14.861,0.00037799999999999997,-0.00037799999999999997
2059,1,1,225.393,2.528,-2.472,17.0484,0.0461,-0.0461,12.744000000000002,0.026,-0.026,16.0979,0.00075,-0.00075
2060,1,2,384.917,3.263,-3.21,12.195,0.027000000000000003,-0.027000000000000003,10.792,0.011,-0.011,11.9438,0.00020099999999999998,-0.00020099999999999998
2061,1,2,384.917,3.263,-3.21,12.195,0.027000000000000003,-0.027000000000000003,10.792,0.011,-0.011,11.9438,0.00020099999999999998,-0.00020099999999999998
2062,1,1,1115.35,24.33,-23.33,14.24,0.183,-0.183,12.561,0.025,-0.025,14.1018,0.00023500000000000002,-0.00023500000000000002
2063,1,1,1110.48,22.555,-22.555,14.29,0.115,-0.115,12.688,0.034,-0.034,14.2567,0.00025699999999999996,-0.00025699999999999996
2064,1,1,608.68,9.446,-9.166,12.114,0.057,-0.057,10.967,0.021,-0.021,12.0303,0.00020800000000000001,-0.00020800000000000001
2065,1,1,593.646,21.954,-20.468,12.313,0.08,-0.08,11.021,0.018000000000000002,-0.018000000000000002,12.212,0.00021099999999999998,-0.00021099999999999998
2066,1,1,319.675,2.136,-2.108,12.363,0.069,-0.069,10.813,0.017,-0.017,12.2578,0.000642,-0.000642
2067,1,1,506.357,6.704,-6.534,12.407,0.057,-0.057,11.114,0.024,-0.024,12.4184,0.000252,-0.000252
2068,1,1,152.075,0.677,-0.6709999999999999,12.595,0.046,-0.046,10.204,0.014,-0.014,12.4086,0.0007559999999999999,-0.0007559999999999999
2069,1,1,890.296,17.333,-16.695,14.747,0.08,-0.08,13.124,0.031,-0.031,14.6643,0.000325,-0.000325
2070,1,1,768.903,10.2315,-10.2315,14.592,0.115,-0.115,12.932,0.034,-0.034,14.3796,0.000293,-0.000293
2071,1,1,2006.48,85.68,-79.07,15.142,0.206,-0.206,13.64,0.042,-0.042,15.0306,0.00036,-0.00036
2072,1,2,566.85,8.385,-8.148,11.977,0.034,-0.034,10.628,0.016,-0.016,11.8746,0.00020899999999999998,-0.00020899999999999998
2073,1,2,566.85,8.385,-8.148,11.977,0.034,-0.034,10.628,0.016,-0.016,11.8746,0.00020899999999999998,-0.00020899999999999998
2074,1,1,505.829,7.4105,-7.4105,15.923,0.229,-0.229,12.908,0.028,-0.028,15.4892,0.000455,-0.000455
2075,1,1,1058.72,30.47,-28.83,15.313,0.115,-0.115,13.66,0.049,-0.049,15.2999,0.000556,-0.000556
2076,1,1,996.32,16.01,-15.518,13.215,0.103,-0.103,11.635,0.021,-0.021,13.0714,0.00034500000000000004,-0.00034500000000000004
2077,1,1,1196.04,41.99,-39.29,15.695,0.13699999999999998,-0.13699999999999998,13.999,0.052000000000000005,-0.052000000000000005,15.5278,0.00074,-0.00074
2078,1,1,780.566,14.949000000000002,-14.407,15.009,0.035,-0.035,13.189,0.033,-0.033,14.8994,0.000332,-0.000332
2079,1,1,357.621,5.284,-5.284,16.06,0.114,-0.114,12.922,0.032,-0.032,15.8657,0.000745,-0.000745
2080,1,1,370.312,4.089,-4.002,15.777,0.355,-0.355,12.681,0.024,-0.024,15.445,0.0005650000000000001,-0.0005650000000000001
2081,1,1,889.885,11.771,-11.473,14.066,0.13699999999999998,-0.13699999999999998,12.542,0.027000000000000003,-0.027000000000000003,14.0283,0.000225,-0.000225
2082,1,1,544.45,4.89,-4.805,14.434,0.092,-0.092,12.509,0.026,-0.026,14.1996,0.000455,-0.000455
2083,1,1,455.479,4.342,-4.261,14.893,0.114,-0.114,12.384,0.016,-0.016,14.5519,0.000297,-0.000297
2084,1,2,716.797,9.344,-9.344,13.921,0.092,-0.092,12.475,0.023,-0.023,13.8031,0.00023799999999999998,-0.00023799999999999998
2085,1,2,716.797,9.344,-9.344,13.921,0.092,-0.092,12.475,0.023,-0.023,13.8031,0.00023799999999999998,-0.00023799999999999998
2086,1,1,553.2180000000002,9.939,-9.601,16.166,0.252,-0.252,13.359000000000002,0.04,-0.04,15.9191,0.000575,-0.000575
2087,1,1,679.1060000000001,14.135,-13.581,15.828,0.115,-0.115,13.470999999999998,0.035,-0.035,15.6949,0.0005059999999999999,-0.0005059999999999999
2088,1,1,1017.82,49.52,-45.19600000000001,15.888,0.115,-0.115,14.058,0.054000000000000006,-0.054000000000000006,15.8562,0.000676,-0.000676
2089,1,1,1687.47,97.02,-87.18,15.905,0.332,-0.332,14.015,0.058,-0.058,15.7236,0.0005269999999999999,-0.0005269999999999999
2090,1,2,1151.73,21.52,-20.75,14.358,0.092,-0.092,12.507,0.025,-0.025,14.1296,0.000239,-0.000239
2091,1,2,1151.73,21.52,-20.75,14.358,0.092,-0.092,12.507,0.025,-0.025,14.1296,0.000239,-0.000239
2092,1,1,359.497,10.612,-10.03,14.724,0.092,-0.092,12.043,0.025,-0.025,14.42,0.00033999999999999997,-0.00033999999999999997
2093,1,1,631.9490000000002,6.1785,-6.1785,14.026,0.092,-0.092,12.408,0.016,-0.016,13.8694,0.000234,-0.000234
2094,1,1,852.888,21.2515,-21.2515,15.83,0.229,-0.229,13.577,0.045,-0.045,15.5207,0.001106,-0.001106
2095,1,2,1899.24,89.82,-89.82,15.111,0.217,-0.217,13.458,0.042,-0.042,14.9515,0.000308,-0.000308
2096,1,2,1899.24,89.82,-89.82,15.111,0.217,-0.217,13.458,0.042,-0.042,14.9515,0.000308,-0.000308
2097,1,1,1159.3,49.72,-45.85,16.2388,0.0459,-0.0459,14.119000000000002,0.068,-0.068,15.9891,0.0008849999999999998,-0.0008849999999999998
2098,1,2,1042.02,25.965,-25.965,14.134,0.195,-0.195,12.416,0.023,-0.023,13.9151,0.00024700000000000004,-0.00024700000000000004
2099,1,2,1042.02,25.965,-25.965,14.134,0.195,-0.195,12.416,0.023,-0.023,13.9151,0.00024700000000000004,-0.00024700000000000004
2100,1,1,590.601,8.649,-8.407,15.252,0.012,-0.012,12.896,0.026,-0.026,15.0436,0.00035299999999999996,-0.00035299999999999996
2101,1,1,978.678,26.517,-26.517,15.421,0.149,-0.149,13.604,0.039,-0.039,15.246,0.00046699999999999997,-0.00046699999999999997
2102,1,1,1479.14,46.96,-44.2,14.666,0.103,-0.103,13.255,0.038,-0.038,14.5898,0.000324,-0.000324
2103,1,1,652.253,6.346,-6.228,13.486,0.092,-0.092,12.009,0.029,-0.029,13.3679,0.000212,-0.000212
2104,1,1,1180.9,46.915,-46.915,15.35,0.103,-0.103,13.621,0.043,-0.043,15.2172,0.0004,-0.0004
2105,1,1,1568.38,86.14,-77.75,15.36,0.046,-0.046,13.88,0.052000000000000005,-0.052000000000000005,15.2775,0.00044100000000000004,-0.00044100000000000004
2106,1,1,1002.74,28.66,-27.14,15.574000000000002,0.115,-0.115,13.828,0.06,-0.06,15.4086,0.00037200000000000004,-0.00037200000000000004
2107,1,1,680.828,8.152999999999999,-7.966,14.72,0.252,-0.252,12.594,0.019,-0.019,14.5763,0.00027,-0.00027
2108,1,1,1845.58,95.95,-87.07,15.409,0.24,-0.24,13.873,0.059,-0.059,15.3994,0.000466,-0.000466
2109,1,1,728.668,8.961,-8.749,13.914,0.114,-0.114,12.255999999999998,0.03,-0.03,13.7331,0.00022799999999999999,-0.00022799999999999999
2110,1,3,791.163,15.337,-14.776,15.398,0.08,-0.08,13.359000000000002,0.031,-0.031,15.3362,0.000397,-0.000397
2111,1,3,791.163,15.337,-14.776,15.398,0.08,-0.08,13.359000000000002,0.031,-0.031,15.3362,0.000397,-0.000397
2112,1,3,791.163,15.337,-14.776,15.398,0.08,-0.08,13.359000000000002,0.031,-0.031,15.3362,0.000397,-0.000397
2113,2,1,500.892,4.9255,-4.9255,14.703,0.126,-0.126,12.584,0.037000000000000005,-0.037000000000000005,14.4824,0.000528,-0.000528
2114,1,1,459.076,4.5855,-4.5855,14.929,0.035,-0.035,12.603,0.025,-0.025,14.7429,0.000831,-0.000831
2115,1,1,567.556,11.2435,-11.2435,13.967,0.114,-0.114,11.996,0.028,-0.028,13.7295,0.000293,-0.000293
2116,1,1,1273.78,37.05,-35.04,14.52,0.114,-0.114,13.077,0.027000000000000003,-0.027000000000000003,14.4231,0.000266,-0.000266
2117,1,1,2879.83,1073.72,-1073.72,15.351,0.149,-0.149,13.646,0.044,-0.044,15.2474,0.000516,-0.000516
2118,1,1,615.66,6.443,-6.314,13.411,0.092,-0.092,11.724,0.017,-0.017,13.1796,0.00025299999999999997,-0.00025299999999999997
2119,1,1,1769.14,92.29,-83.74,15.317,0.126,-0.126,13.896,0.049,-0.049,15.2937,0.00037799999999999997,-0.00037799999999999997
2120,1,1,1014.62,18.86,-18.196,13.6,0.103,-0.103,12.289,0.017,-0.017,13.4508,0.00028900000000000003,-0.00028900000000000003
2121,1,1,905.825,11.645,-11.359000000000002,13.146,0.114,-0.114,11.638,0.024,-0.024,13.0767,0.000303,-0.000303
2122,1,1,1283.05,36.07,-34.18,14.983,0.057,-0.057,13.247,0.029,-0.029,14.8084,0.000336,-0.000336
2123,1,3,571.034,5.715,-5.715,14.152,0.114,-0.114,12.184,0.025,-0.025,14.0194,0.000194,-0.000194
2124,1,3,571.034,5.715,-5.715,14.152,0.114,-0.114,12.184,0.025,-0.025,14.0194,0.000194,-0.000194
2125,1,3,571.034,5.715,-5.715,14.152,0.114,-0.114,12.184,0.025,-0.025,14.0194,0.000194,-0.000194
2126,1,1,862.92,22.601,-21.495,15.616,0.115,-0.115,13.616,0.038,-0.038,15.4179,0.000601,-0.000601
2127,1,1,2065.59,118.58,-118.58,15.796,0.149,-0.149,13.949000000000002,0.057,-0.057,15.5695,0.000454,-0.000454
2128,1,1,331.55300000000005,2.332,-2.3,14.689,0.149,-0.149,12.158,0.021,-0.021,14.4962,0.00035499999999999996,-0.00035499999999999996
2129,1,1,555.0509999999998,36.38,-34.47,13.7192,0.0491,-0.0491,11.53,0.02,-0.02,13.5532,0.017262,-0.017262
2130,1,1,1285.48,36.38,-34.47,15.372,0.046,-0.046,13.536,0.039,-0.039,15.217,0.000383,-0.000383
2131,1,1,1355.54,29.635,-29.635,15.494000000000002,0.183,-0.183,13.845,0.045,-0.045,15.6247,0.0033590000000000004,-0.0033590000000000004
2132,1,1,1307.66,29.635,-29.635,14.832,0.069,-0.069,13.225,0.035,-0.035,14.6819,0.000281,-0.000281
2133,1,1,1122.0,189.437,-104.838,15.707,0.024,-0.024,13.699000000000002,0.042,-0.042,15.3761,0.0011,-0.0011
2134,1,1,740.0,46.598,-39.418,15.352,0.005,-0.005,13.238,0.038,-0.038,15.0997,0.002247,-0.002247
2135,1,1,309.869,1.574,-1.558,13.675999999999998,0.114,-0.114,11.455,0.018000000000000002,-0.018000000000000002,13.5155,0.000664,-0.000664
2136,1,1,739.4119999999998,11.158,-11.158,13.81,0.13699999999999998,-0.13699999999999998,12.216,0.028,-0.028,13.7136,0.000242,-0.000242
2137,1,5,891.092,17.021,-16.404,15.161,0.252,-0.252,13.367,0.032,-0.032,14.9743,0.000572,-0.000572
2138,1,5,891.092,17.021,-16.404,15.161,0.252,-0.252,13.367,0.032,-0.032,14.9743,0.000572,-0.000572
2139,1,5,891.092,17.021,-16.404,15.161,0.252,-0.252,13.367,0.032,-0.032,14.9743,0.000572,-0.000572
2140,1,5,891.092,17.021,-16.404,15.161,0.252,-0.252,13.367,0.032,-0.032,14.9743,0.000572,-0.000572
2141,1,5,891.092,17.021,-16.404,15.161,0.252,-0.252,13.367,0.032,-0.032,14.9743,0.000572,-0.000572
2142,1,1,1217.82,34.01,-32.25,14.728,0.08,-0.08,13.03,0.031,-0.031,14.5804,0.0003,-0.0003
2143,1,1,749.06,7.1370000000000005,-7.0070000000000014,13.683,0.092,-0.092,12.364,0.018000000000000002,-0.018000000000000002,13.6458,0.000194,-0.000194
2144,1,1,1514.02,47.79,-44.99,14.18,0.183,-0.183,12.907,0.028,-0.028,14.0931,0.000264,-0.000264
2145,1,1,1225.57,55.865,-55.865,15.892,0.195,-0.195,13.767,0.046,-0.046,15.7862,0.0005740000000000001,-0.0005740000000000001
2146,1,1,2435.94,186.11,-186.11,15.883,0.172,-0.172,13.834,0.049,-0.049,15.6311,0.000496,-0.000496
2147,1,1,495.148,8.332,-8.064,13.043,0.057,-0.057,11.406,0.019,-0.019,12.9258,0.000244,-0.000244
2148,1,1,2366.02,164.01,-144.46,15.836,0.047,-0.047,14.082,0.062,-0.062,15.6243,0.00047000000000000004,-0.00047000000000000004
2149,1,1,320.478,1.484,-1.469,13.267,0.08,-0.08,11.386,0.014,-0.014,13.1038,0.000323,-0.000323
2150,1,1,1260.28,32.03,-30.52,14.561,0.13699999999999998,-0.13699999999999998,12.603,0.026,-0.026,14.3466,0.000259,-0.000259
2151,1,1,2002.96,104.43,-94.76,15.455,0.343,-0.343,13.887,0.066,-0.066,15.3316,0.00042800000000000016,-0.00042800000000000016
2152,1,2,649.919,9.538,-9.538,14.957,0.229,-0.229,12.864,0.03,-0.03,14.7189,0.000354,-0.000354
2153,1,2,649.919,9.538,-9.538,14.957,0.229,-0.229,12.864,0.03,-0.03,14.7189,0.000354,-0.000354
2154,1,1,1696.25,84.76,-77.19,15.315,0.206,-0.206,13.728,0.054000000000000006,-0.054000000000000006,15.1424,0.000379,-0.000379
2155,1,1,1475.6,36.92,-36.92,13.564,0.057,-0.057,12.470999999999998,0.018000000000000002,-0.018000000000000002,13.5024,0.00025499999999999996,-0.00025499999999999996
2156,1,1,162.0,5.7970000000000015,-15.914,13.451,0.08,-0.08,10.623,0.014,-0.014,13.2634,0.004716,-0.004716
2157,1,1,349.247,2.57,-2.533,13.071,0.069,-0.069,11.309,0.02,-0.02,12.9559,0.000293,-0.000293
2158,1,2,397.292,4.122,-4.039,11.765999999999998,0.022,-0.022,10.688,0.018000000000000002,-0.018000000000000002,11.8292,0.000166,-0.000166
2159,1,2,397.292,4.122,-4.039,11.765999999999998,0.022,-0.022,10.688,0.018000000000000002,-0.018000000000000002,11.8292,0.000166,-0.000166
2160,1,1,539.321,6.603,-6.448,12.1,0.029,-0.029,10.886,0.023,-0.023,11.9975,0.000205,-0.000205
2161,1,1,1358.95,43.67,-41.07,14.65,0.08,-0.08,12.815,0.021,-0.021,14.4469,0.000266,-0.000266
2162,1,1,847.299,14.504,-14.033,12.228,0.031,-0.031,11.303,0.014,-0.014,12.1739,0.000207,-0.000207
2163,1,1,903.51,12.124,-11.812,13.374,0.08,-0.08,12.058,0.023,-0.023,13.2803,0.000239,-0.000239
2164,1,1,1441.63,45.93,-43.23,15.124,0.343,-0.343,13.189,0.035,-0.035,14.8034,0.000346,-0.000346
2165,1,2,441.09,3.137,-3.137,14.379,0.103,-0.103,12.300999999999998,0.02,-0.02,14.2437,0.000278,-0.000278
2166,1,2,441.09,3.137,-3.137,14.379,0.103,-0.103,12.300999999999998,0.02,-0.02,14.2437,0.000278,-0.000278
2167,1,1,607.9169999999998,11.456,-11.047,16.002,0.469,-0.469,13.319,0.035,-0.035,15.6932,0.000698,-0.000698
2168,1,1,206.983,1.125,-1.113,13.049,0.092,-0.092,10.84,0.029,-0.029,12.8476,0.0005650000000000001,-0.0005650000000000001
2169,1,1,814.125,11.01,-11.01,14.357,0.103,-0.103,12.621,0.024,-0.024,14.1963,0.00024300000000000002,-0.00024300000000000002
2170,1,1,865.596,17.891,-17.891,14.993,0.103,-0.103,13.182,0.029,-0.029,14.8369,0.000323,-0.000323
2171,1,1,381.773,3.344,-3.2880000000000003,12.802,0.092,-0.092,11.263,0.018000000000000002,-0.018000000000000002,12.7003,0.000294,-0.000294
2172,1,1,382.989,3.111,-3.063,12.797,0.057,-0.057,11.193,0.026,-0.026,12.6919,0.000167,-0.000167
2173,1,1,555.5740000000002,10.398,-10.028,15.935,0.252,-0.252,13.208,0.03,-0.03,15.6551,0.000512,-0.000512
2174,1,1,1842.13,105.56,-94.9,15.161,0.126,-0.126,13.617,0.044,-0.044,15.0782,0.00035299999999999996,-0.00035299999999999996
2175,1,1,817.534,12.404000000000002,-12.044,14.576,0.16,-0.16,13.032,0.029,-0.029,14.4764,0.000242,-0.000242
2176,1,1,661.0139999999999,11.187,-10.827,15.297,0.217,-0.217,13.257,0.033,-0.033,15.3885,0.001466,-0.001466
2177,1,2,459.36800000000005,3.439,-3.389,14.388,0.092,-0.092,12.418,0.023,-0.023,14.2493,0.000227,-0.000227
2178,1,2,459.36800000000005,3.439,-3.389,14.388,0.092,-0.092,12.418,0.023,-0.023,14.2493,0.000227,-0.000227
2179,1,2,489.876,3.8095,-3.8095,14.15,0.149,-0.149,12.3,0.025,-0.025,14.0055,0.000469,-0.000469
2180,1,2,489.876,3.8095,-3.8095,14.15,0.149,-0.149,12.3,0.025,-0.025,14.0055,0.000469,-0.000469
2181,1,1,666.334,5.575,-5.485,13.202,0.092,-0.092,11.772,0.029,-0.029,13.1712,0.000233,-0.000233
2182,1,1,798.2460000000002,14.908,-14.38,15.293,0.206,-0.206,13.23,0.033,-0.033,14.8028,0.000611,-0.000611
2183,1,1,966.801,18.584,-17.907,13.289,0.057,-0.057,11.925999999999998,0.018000000000000002,-0.018000000000000002,13.1678,0.000256,-0.000256
2184,1,1,1107.0,122.193,-78.709,16.429000000000002,0.0469,-0.0469,13.93,0.064,-0.064,16.2352,0.001727,-0.001727
2185,1,1,897.7330000000002,14.456,-14.013,14.385,0.114,-0.114,12.744000000000002,0.025,-0.025,14.1798,0.00022,-0.00022
2186,1,1,387.2480000000001,4.6545,-4.6545,15.464,0.126,-0.126,12.55,0.026,-0.026,15.1407,0.000482,-0.000482
2187,1,1,517.2919999999998,5.852,-5.726,14.827,0.092,-0.092,12.519,0.018000000000000002,-0.018000000000000002,14.5457,0.000471,-0.000471
2188,1,1,1125.3,31.31,-29.7,15.550999999999998,0.103,-0.103,13.751,0.057,-0.057,15.2279,0.000373,-0.000373
2189,1,1,748.326,16.622,-15.925999999999998,15.487,0.16,-0.16,13.382,0.042,-0.042,15.3085,0.000737,-0.000737
2190,1,5,915.212,16.92,-16.327,14.646,0.092,-0.092,12.986,0.029,-0.029,14.5121,0.00031,-0.00031
2191,1,5,915.212,16.92,-16.327,14.646,0.092,-0.092,12.986,0.029,-0.029,14.5121,0.00031,-0.00031
2192,1,5,915.212,16.92,-16.327,14.646,0.092,-0.092,12.986,0.029,-0.029,14.5121,0.00031,-0.00031
2193,1,5,915.212,16.92,-16.327,14.646,0.092,-0.092,12.986,0.029,-0.029,14.5121,0.00031,-0.00031
2194,1,5,915.212,16.92,-16.327,14.646,0.092,-0.092,12.986,0.029,-0.029,14.5121,0.00031,-0.00031
2195,2,1,244.96,0.903,-0.8959999999999999,14.429,0.08,-0.08,11.519,0.023,-0.023,14.0831,0.000281,-0.000281
2196,1,1,416.692,2.5355,-2.5355,13.944,0.103,-0.103,11.927,0.018000000000000002,-0.018000000000000002,13.7908,0.00061,-0.00061
2197,1,4,399.114,3.956,-3.88,12.734000000000002,0.092,-0.092,10.989,0.019,-0.019,12.5876,0.000164,-0.000164
2198,1,4,399.114,3.956,-3.88,12.734000000000002,0.092,-0.092,10.989,0.019,-0.019,12.5876,0.000164,-0.000164
2199,1,4,399.114,3.956,-3.88,12.734000000000002,0.092,-0.092,10.989,0.019,-0.019,12.5876,0.000164,-0.000164
2200,1,4,399.114,3.956,-3.88,12.734000000000002,0.092,-0.092,10.989,0.019,-0.019,12.5876,0.000164,-0.000164
2201,1,1,921.784,13.905,-13.905,13.495,0.092,-0.092,12.291,0.021,-0.021,13.4193,0.00025499999999999996,-0.00025499999999999996
2202,1,1,335.09,1.666,-1.65,14.287,0.114,-0.114,11.903,0.018000000000000002,-0.018000000000000002,14.039,0.000333,-0.000333
2203,1,1,729.9639999999998,12.9055,-12.9055,15.255999999999998,0.103,-0.103,13.139,0.028,-0.028,15.0334,0.000368,-0.000368
2204,1,1,931.956,22.966,-21.905,15.595999999999998,0.16,-0.16,13.511,0.034,-0.034,15.368,0.0004480000000000001,-0.0004480000000000001
2205,1,1,674.695,6.029,-5.924,13.464,0.114,-0.114,11.996,0.02,-0.02,13.4085,0.00018899999999999999,-0.00018899999999999999
2206,1,1,872.279,18.795,-18.031,15.324000000000002,0.355,-0.355,13.7,0.037000000000000005,-0.037000000000000005,15.2455,0.000364,-0.000364
2207,1,1,803.052,16.418,-15.785,15.353,0.263,-0.263,13.271,0.028,-0.028,15.1516,0.000364,-0.000364
2208,1,2,293.499,2.279,-2.279,14.654000000000002,0.183,-0.183,11.805,0.03,-0.03,14.24,0.000362,-0.000362
2209,1,2,293.499,2.279,-2.279,14.654000000000002,0.183,-0.183,11.805,0.03,-0.03,14.24,0.000362,-0.000362
2210,1,1,1179.01,33.51,-31.74,15.107,0.149,-0.149,13.427,0.037000000000000005,-0.037000000000000005,14.8841,0.00035,-0.00035
2211,1,1,1463.72,53.045,-53.045,15.371,0.172,-0.172,13.77,0.05,-0.05,15.0975,0.00033999999999999997,-0.00033999999999999997
2212,1,1,769.096,13.1565,-13.1565,15.203,0.057,-0.057,12.880999999999998,0.03,-0.03,14.9308,0.000517,-0.000517
2213,1,1,692.5939999999998,11.7265,-11.7265,15.251,0.263,-0.263,13.167,0.033,-0.033,14.9914,0.000357,-0.000357
2214,1,1,946.847,31.643,-29.695,15.93,0.115,-0.115,13.814,0.046,-0.046,15.7147,0.000641,-0.000641
2215,1,1,2013.27,122.23,-109.27,15.425,0.058,-0.058,13.834,0.043,-0.043,15.3259,0.00033,-0.00033
2216,1,1,944.54,25.0215,-25.0215,15.651,0.069,-0.069,13.555,0.043,-0.043,15.2978,0.001174,-0.001174
2217,1,1,1380.16,45.525,-45.525,15.383,0.058,-0.058,13.8,0.051,-0.051,15.2987,0.000379,-0.000379
2218,1,1,325.737,1.5315,-1.5315,13.809,0.103,-0.103,11.657,0.017,-0.017,13.5998,0.000503,-0.000503
2219,1,1,614.827,9.522,-9.522,14.549,0.08,-0.08,12.634,0.026,-0.026,14.488,0.000298,-0.000298
2220,1,2,443.483,3.494,-3.494,14.339,0.114,-0.114,12.155,0.023,-0.023,14.1564,0.000254,-0.000254
2221,1,2,443.483,3.494,-3.494,14.339,0.114,-0.114,12.155,0.023,-0.023,14.1564,0.000254,-0.000254
2222,1,1,502.497,4.266,-4.195,13.505,0.092,-0.092,11.868,0.021,-0.021,13.3846,0.000553,-0.000553
2223,1,1,839.076,18.935,-18.131,14.734000000000002,0.08,-0.08,13.053,0.029,-0.029,14.648,0.000563,-0.000563
2224,1,1,2060.72,95.4,-95.4,15.303,0.058,-0.058,13.849,0.058,-0.058,15.2729,0.000376,-0.000376
2225,1,1,616.697,19.32,-18.546,13.696,0.08,-0.08,12.013,0.023,-0.023,13.5682,0.000404,-0.000404
2226,1,1,908.805,19.32,-18.546,15.124,0.28600000000000003,-0.28600000000000003,13.283,0.029,-0.029,14.9531,0.000338,-0.000338
