sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
1,1,10.50682565,3.82e-06,-3.82e-06,0.0,0.0895,,,0.0,10.24,0.68,-0.54,0.0,0.914,0.061,-0.048,0.0,74.5,,,0.0,0.234,,,0.0,0.0,,,0.0,50.56,4.81,-4.34,0.0,668.0,,,0.0,0,5286.0,54.61,-88.41,0.0,0.85,0.06,-0.04,0.0,0.9,0.04,-0.04,0.0,0.16,0.16,-0.185,0.0,4.54,0.04,-0.06,0.0,293.3628165,39.212439399999994,983.697,36.336,-36.336,16.365,0.126,-0.126,13.892,0.057,-0.057,15.9357,0.000629,-0.000629
1,1,3.99010623,1.36e-06,-1.36e-06,0.0,0.0493,,,0.0,9.03,2.06,-1.13,0.0,0.8059999999999999,0.184,-0.10099999999999999,0.0,60.2,,,0.0,0.189,,,0.0,0.0,,,0.0,550.2,64.65,-56.6,0.0,1124.0,,,0.0,0,5861.0,259.88,-241.24,0.0,1.03,0.23,-0.12,0.0,1.03,0.12,-0.08,0.0,0.02,0.139,-0.161,0.0,4.42,0.08,-0.15,0.0,296.0818498,39.161614,1484.46,72.81,-66.42,15.967,0.092,-0.092,13.954,0.063,-0.063,15.5969,0.00046100000000000004,-0.00046100000000000004
1,1,10.03538581,6.59e-06,-6.59e-06,0.0,0.0886,,,0.0,5.11,0.79,-0.43,0.0,0.456,0.07,-0.038,0.0,22.9,,,0.0,0.072,,,0.0,0.0,,,0.0,100.78,7.91,-7.25,0.0,786.0,,,0.0,0,5638.0,214.12,-110.99,0.0,0.92,0.14,-0.08,0.0,0.94,0.07,-0.06,0.0,-0.08,0.149,-0.18100000000000002,0.0,4.49,0.06,-0.12,0.0,296.23510719999996,39.3702865,925.037,30.617,-28.747,15.368,0.08,-0.08,13.448,0.042,-0.042,15.0569,0.000404,-0.000404
1,1,33.1995648,0.0001174,-0.0001174,0.0,0.1894,,,0.0,2.76,0.25,-0.17,0.0,0.24600000000000002,0.022000000000000002,-0.015,0.0,8.05,,,0.0,0.0253,,,0.0,0.0,,,0.0,9.91,0.45,-0.43,0.0,485.0,,,0.0,0,5279.0,165.3,-111.92,0.0,0.81,0.06,-0.05,0.0,0.86,0.05,-0.05,0.0,-0.06,0.149,-0.161,0.0,4.55,0.04,-0.07,0.0,295.3708312,39.1772925,664.306,10.7205,-10.7205,15.402,0.24,-0.24,13.163,0.033,-0.033,15.0662,0.000357,-0.000357
1,5,26.44,0.48,-0.48,0.0,0.1683,0.002,-0.002,0.0,4.07,0.24,-0.1,0.0,0.363,0.021,-0.009000000000000001,0.0,12.15,0.96,-0.87,0.0,0.03823,0.00302,-0.00274,0.0,0.0033,0.0019,-0.00016999999999999999,0.0,19.56,1.33,-1.23,0.0,562.0,,,0.0,1,5529.0,86.72,-75.01,0.0,0.9,0.04,-0.02,0.0,0.91,0.03,-0.03,0.0,0.21100000000000002,0.013999999999999999,-0.013999999999999999,0.0,4.49,0.04,-0.06,0.0,292.87336960000005,42.9661583,904.326,22.0875,-22.0875,15.131,0.492,-0.492,13.518,0.048,-0.048,15.1377,0.00037,-0.00037
1,5,51.54,0.94,-0.94,0.0,0.2626,0.0032,-0.0032,0.0,5.34,0.32,-0.13,0.0,0.47600000000000003,0.028999999999999998,-0.012,0.0,13.9,1.3,-1.2,0.0,0.04373,0.00409,-0.0037799999999999995,0.0,0.007,0.0016,-0.0018,0.0,8.04,0.55,-0.51,0.0,450.0,,,0.0,1,5529.0,86.72,-75.01,0.0,0.9,0.04,-0.02,0.0,0.91,0.03,-0.03,0.0,0.21100000000000002,0.013999999999999999,-0.013999999999999999,0.0,4.49,0.04,-0.06,0.0,292.87336960000005,42.9661583,904.326,22.0875,-22.0875,15.131,0.492,-0.492,13.518,0.048,-0.048,15.1377,0.00037,-0.00037
1,5,2.382961,5e-06,-5e-06,0.0,0.034,,,0.0,1.77,0.27,-0.27,0.0,0.158,0.024,-0.024,0.0,3.78,,,0.0,0.0119,,,0.0,0.0,,,0.0,484.35,32.85,-30.55,0.0,1253.0,,,0.0,1,5428.0,100.0,-100.0,0.0,0.94,0.14,-0.14,0.0,0.96,0.04,-0.04,0.0,0.21100000000000002,0.013999999999999999,-0.013999999999999999,0.0,4.47,0.15,-0.15,0.0,292.87336960000005,42.9661583,904.326,22.0875,-22.0875,15.131,0.492,-0.492,13.518,0.048,-0.048,15.1377,0.00037,-0.00037
1,5,5.902206,1.2e-05,-1.2e-05,0.0,0.063,,,0.0,2.47,0.37,-0.37,0.0,0.22,0.033,-0.033,0.0,6.66,,,0.0,0.021,,,0.0,0.0,,,0.0,144.34,9.79,-9.1,0.0,926.0,,,0.0,1,5428.0,100.0,-100.0,0.0,0.94,0.14,-0.14,0.0,0.96,0.04,-0.04,0.0,0.21100000000000002,0.013999999999999999,-0.013999999999999999,0.0,4.47,0.15,-0.15,0.0,292.87336960000005,42.9661583,904.326,22.0875,-22.0875,15.131,0.492,-0.492,13.518,0.048,-0.048,15.1377,0.00037,-0.00037
1,5,75.732,0.012,-0.012,0.0,0.3395,0.0041,-0.0041,0.0,4.84,,,0.0,0.43200000000000005,,,0.0,20.9,1.0,-1.0,0.0,0.06576,0.00315,-0.00315,0.0,0.0014,0.0018,-0.001,0.0,,,,,,,,,0,,,,,0.9,0.04,-0.02,0.0,0.91,0.03,-0.03,0.0,,,,,,,,,292.87336960000005,42.9661583,904.326,22.0875,-22.0875,15.131,0.492,-0.492,13.518,0.048,-0.048,15.1377,0.00037,-0.00037
1,1,127.8338098,0.0003082,-0.0003082,0.0,0.5829,,,0.0,6.09,2.68,-0.89,0.0,0.5429999999999999,0.239,-0.079,0.0,30.8,,,0.0,0.097,,,0.0,0.0,,,0.0,16.23,0.95,-0.89,0.0,554.0,,,0.0,0,6260.0,106.61,-147.98,0.0,1.36,0.59,-0.2,0.0,1.23,0.19,-0.1,0.0,0.09,0.132,-0.14,0.0,4.25,0.11,-0.25,0.0,291.0201523,39.220609100000004,1387.2,37.55,-35.65,14.135,0.126,-0.126,12.53,0.022,-0.022,13.9436,0.000226,-0.000226
1,1,1.92279873,4.82e-06,-4.82e-06,0.0,0.029,,,0.0,1.31,0.1,-0.08,0.0,0.11699999999999999,0.009000000000000001,-0.006999999999999999,0.0,2.27,,,0.0,0.0071400000000000005,,,0.0,0.0,,,0.0,496.82,18.44,-17.76,0.0,1215.0,,,0.0,0,5191.0,130.91,-100.75,0.0,0.8,0.05,-0.04,0.0,0.84,0.04,-0.05,0.0,-0.03,0.155,-0.16,0.0,4.56,0.03,-0.06,0.0,285.6173937,39.3794684,614.571,8.397,-8.177,15.153,0.126,-0.126,12.869,0.026,-0.026,14.8177,0.000544,-0.000544
1,1,3.22296927,9.46e-06,-9.46e-06,0.0,0.0412,,,0.0,1.77,0.41,-0.21,0.0,0.158,0.037000000000000005,-0.019,0.0,3.78,,,0.0,0.0119,,,0.0,0.0,,,0.0,535.19,24.0,-22.8,0.0,1239.0,,,0.0,0,5928.0,139.36,-183.56,0.0,1.08,0.25,-0.13,0.0,1.06,0.09,-0.08,0.0,0.04,0.13699999999999998,-0.147,0.0,4.4,0.08,-0.17,0.0,292.2760929,39.5501136,860.391,13.615,-13.204,14.75,0.126,-0.126,13.053,0.033,-0.033,14.5966,0.00024700000000000004,-0.00024700000000000004
1,1,4.16809082,1.748e-05,-1.748e-05,0.0,0.0507,,,0.0,1.57,0.31,-0.14,0.0,0.14,0.027999999999999997,-0.012,0.0,3.09,,,0.0,0.00972,,,0.0,0.0,,,0.0,803.35,55.28,-51.08,0.0,1277.0,,,0.0,0,5643.0,122.3,-122.13,0.0,0.96,0.18,-0.08,0.0,0.98,0.05,-0.05,0.0,0.06,0.14300000000000002,-0.14400000000000002,0.0,4.47,0.06,-0.15,0.0,284.5825682,39.220173700000004,1389.27,42.65,-40.21,15.089,0.103,-0.103,13.187,0.032,-0.032,14.7625,0.00029,-0.00029
1,1,4.51436633,1.397e-05,-1.397e-05,0.0,0.055,,,0.0,1.87,0.71,-0.23,0.0,0.16699999999999998,0.063,-0.021,0.0,4.16,,,0.0,0.0131,,,0.0,0.0,,,0.0,454.6,31.96,-29.58,0.0,1231.0,,,0.0,0,6035.0,85.61,-120.47,0.0,1.22,0.46,-0.15,0.0,1.15,0.14,-0.08,0.0,0.14,0.152,-0.141,0.0,4.32,0.1,-0.23,0.0,290.47740600000003,39.7319975,1201.4,35.42,-35.42,15.051,0.057,-0.057,13.447,0.037,-0.037,14.8825,0.000312,-0.000312
1,2,3.77360059,1.242e-05,-1.242e-05,0.0,0.0453,,,0.0,1.53,0.39,-0.22,0.0,0.136,0.035,-0.02,0.0,2.96,,,0.0,0.0093,,,0.0,0.0,,,0.0,734.46,31.58,-30.11,0.0,1270.0,,,0.0,0,5976.0,247.56,-202.44,0.0,1.08,0.28,-0.15,0.0,1.03,0.12,-0.08,0.0,-0.08,0.153,-0.19399999999999998,0.0,4.39,0.1,-0.16,0.0,294.769825,39.3984081,807.85,12.566,-12.194,14.296,0.092,-0.092,12.67,0.031,-0.031,14.1453,0.00024300000000000002,-0.00024300000000000002
1,2,8.1818246,2.265e-05,-2.265e-05,0.0,0.0759,,,0.0,1.84,0.4,-0.24,0.0,0.16399999999999998,0.036000000000000004,-0.021,0.0,4.04,,,0.0,0.0127,,,0.0,0.0,,,0.0,261.63,11.25,-10.73,0.0,981.0,,,0.0,0,5976.0,247.56,-202.44,0.0,1.08,0.28,-0.15,0.0,1.03,0.12,-0.08,0.0,-0.08,0.153,-0.19399999999999998,0.0,4.39,0.1,-0.16,0.0,294.769825,39.3984081,807.85,12.566,-12.194,14.296,0.092,-0.092,12.67,0.031,-0.031,14.1453,0.00024300000000000002,-0.00024300000000000002
1,1,4.48758907,1.653e-05,-1.653e-05,0.0,0.0528,,,0.0,1.25,0.2,-0.14,0.0,0.11199999999999999,0.018000000000000002,-0.012,0.0,2.1,,,0.0,0.0066,,,0.0,0.0,,,0.0,827.22,24.69,-24.06,0.0,1305.0,,,0.0,0,6079.0,90.49,-96.47,0.0,1.15,0.18,-0.13,0.0,1.05,0.07,-0.06,0.0,-0.12,0.121,-0.129,0.0,4.34,0.1,-0.11,0.0,284.8601128,39.2405076,779.596,9.001,-8.801,13.644,0.057,-0.057,12.001,0.02,-0.02,13.4122,0.000215,-0.000215
1,1,51.92927591,9.288e-05,-9.288e-05,0.0,0.2742,,,0.0,5.63,0.7,-0.46,0.0,0.502,0.062,-0.040999999999999995,0.0,27.0,,,0.0,0.0849,,,0.0,0.0,,,0.0,23.6,4.28,-3.47,0.0,574.0,,,0.0,1,5602.0,179.4,-142.49,0.0,0.91,0.11,-0.07,0.0,0.93,0.07,-0.06,0.0,-0.06,0.151,-0.18100000000000002,0.0,4.5,0.06,-0.11,0.0,294.9660027,42.708560799999994,2046.68,168.57,-145.16,15.865,0.195,-0.195,14.209,0.068,-0.068,15.8616,0.000572,-0.000572
1,1,0.56785714,4.4e-07,-4.4e-07,0.0,0.0125,,,0.0,1.51,0.08,-0.11,0.0,0.135,0.006999999999999999,-0.01,0.0,2.89,,,0.0,0.00909,,,0.0,0.0,,,0.0,1835.16,62.38,-60.21,0.0,1848.0,,,0.0,0,5039.0,50.73,-59.5,0.0,0.77,0.04,-0.04,0.0,0.81,0.04,-0.04,0.0,-0.02,0.16399999999999998,-0.175,0.0,4.58,0.03,-0.05,0.0,286.88725550000004,42.4712271,575.322,6.575,-6.43,15.374,0.183,-0.183,12.992,0.027,-0.027,15.0441,0.00031600000000000004,-0.00031600000000000004
1,1,6.88337562,1.963e-05,-1.963e-05,0.0,0.0678,,,0.0,2.11,0.44,-0.18,0.0,0.188,0.039,-0.016,0.0,5.1,,,0.0,0.016,,,0.0,0.0,,,0.0,247.47,14.15,-13.28,0.0,857.0,,,0.0,0,5698.0,92.85,-120.29,0.0,0.97,0.2,-0.08,0.0,0.98,0.05,-0.06,0.0,0.03,0.132,-0.165,0.0,4.46,0.06,-0.16,0.0,282.3328312,42.4638125,1073.76,26.58,-25.35,14.973,0.092,-0.092,13.29,0.03,-0.03,14.9206,0.000323,-0.000323
2,3,9.77,,,0.0,0.07295,0.0028399999999999996,-0.0028399999999999996,0.0,2.83,0.41,-0.41,0.0,0.252,0.037000000000000005,-0.037000000000000005,0.0,42.1,24.9,-20.9,0.0,0.132,0.078,-0.066,0.0,0.0,,,0.0,15.41,1.59,-1.46,0.0,460.0,,,0.0,1,4082.0,39.2,-37.69,0.0,0.61,0.03,-0.03,0.0,0.66,0.41,-0.25,0.0,-0.2,0.1,-0.1,0.0,4.69,0.2,-0.2,0.0,282.23251969999995,43.6655662,400.409,5.153,-5.153,16.145,0.217,-0.217,12.947,0.024,-0.024,15.7832,0.000503,-0.000503
2,3,20.09,,,0.0,0.11796,0.0045899999999999995,-0.0045899999999999995,0.0,2.36,0.35,-0.35,0.0,0.21100000000000002,0.031,-0.031,0.0,11.4,5.4,-4.6,0.0,0.036,0.017,-0.014,0.0,0.0,,,0.0,5.9,0.61,-0.56,0.0,362.0,,,0.0,1,4082.0,39.2,-37.69,0.0,0.61,0.03,-0.03,0.0,0.66,0.41,-0.25,0.0,-0.2,0.1,-0.1,0.0,4.69,0.2,-0.2,0.0,282.23251969999995,43.6655662,400.409,5.153,-5.153,16.145,0.217,-0.217,12.947,0.024,-0.024,15.7832,0.000503,-0.000503
2,3,5.169796,1.6e-05,-1.6e-05,0.0,0.051,,,0.0,1.94,0.13,-0.13,0.0,0.17300000000000001,0.012,-0.012,0.0,24.6,19.7,-16.3,0.0,0.077,0.062,-0.051,0.0,0.0,,,0.0,28.81,1.36,-0.69,0.0,569.0,,,0.0,0,4648.0,116.0,-116.0,0.0,0.59,0.03,-0.03,0.0,0.58,0.03,-0.03,0.0,-0.2,0.1,-0.1,0.0,4.72,0.2,-0.2,0.0,282.23251969999995,43.6655662,400.409,5.153,-5.153,16.145,0.217,-0.217,12.947,0.024,-0.024,15.7832,0.000503,-0.000503
1,1,11.29695137,6.299e-05,-6.299e-05,0.0,0.1033,,,0.0,1.7,0.61,-0.25,0.0,0.152,0.054000000000000006,-0.022000000000000002,0.0,3.53,,,0.0,0.0111,,,0.0,0.0,,,0.0,160.18,67.36,-33.88,0.0,907.0,,,0.0,0,6037.0,155.85,-209.5,0.0,1.11,0.31,-0.14,0.0,1.07,0.12,-0.09,0.0,-0.02,0.139,-0.17800000000000002,0.0,4.38,0.1,-0.17,0.0,295.054238,42.7568316,1122.0,323.714,-153.166,14.88,0.149,-0.149,13.269,0.034,-0.034,14.7886,0.0017850000000000001,-0.0017850000000000001
1,1,5.62153941,1.272e-05,-1.272e-05,0.0,0.0603,,,0.0,1.27,0.1,-0.07,0.0,0.113,0.009000000000000001,-0.006,0.0,2.15,,,0.0,0.00678,,,0.0,0.0,,,0.0,266.25,6.87,-6.66,0.0,992.0,,,0.0,0,5732.0,74.53,-59.69,0.0,0.97,0.07,-0.05,0.0,0.99,0.04,-0.04,0.0,0.02,0.094,-0.098,0.0,4.46,0.04,-0.06,0.0,294.9855607,42.7277355,593.54,5.5105,-5.5105,13.751,0.092,-0.092,12.159,0.019,-0.019,13.6311,0.00025,-0.00025
1,1,7.1396941,2.817e-05,-2.817e-05,0.0,0.075,,,0.0,2.06,0.32,-0.17,0.0,0.184,0.028999999999999998,-0.015,0.0,4.9,,,0.0,0.0154,,,0.0,0.0,,,0.0,256.83,34.87,-29.85,0.0,965.0,,,0.0,0,5596.0,181.65,-133.14,0.0,0.9,0.14,-0.07,0.0,0.92,0.06,-0.06,0.0,-0.08,0.163,-0.185,0.0,4.5,0.06,-0.12,0.0,295.9261101,45.383869,1688.12,102.27,-91.41,16.001,0.081,-0.081,14.197,0.061,-0.061,15.8594,0.000585,-0.000585
1,1,18.7546998,5.142e-05,-5.142e-05,0.0,0.1139,,,0.0,2.02,0.12,-0.09,0.0,0.18,0.011000000000000001,-0.008,0.0,4.74,,,0.0,0.0149,,,0.0,0.0,,,0.0,8.31,0.85,-0.79,0.0,382.0,,,0.0,0,4339.0,39.28,-37.41,0.0,0.62,0.02,-0.02,0.0,0.64,0.03,-0.03,0.0,-0.18,0.09699999999999999,-0.10400000000000001,0.0,4.67,0.02,-0.02,0.0,290.47990519999996,45.6005798,467.37,5.921,-5.776,15.755,0.114,-0.114,12.885,0.023,-0.023,15.4686,0.000479,-0.000479
1,1,13.32388301,5.212e-05,-5.212e-05,0.0,0.0862,,,0.0,2.02,0.1,-0.1,0.0,0.18,0.009000000000000001,-0.009000000000000001,0.0,4.74,,,0.0,0.0149,,,0.0,0.0,,,0.0,11.85,1.28,-1.17,0.0,378.0,,,0.0,0,4554.0,50.38,-45.2,0.0,0.66,0.03,-0.03,0.0,0.7,0.03,-0.03,0.0,-0.13,0.11800000000000001,-0.099,0.0,4.64,0.02,-0.02,0.0,287.05446739999996,45.1803351,633.937,17.091,-16.23,16.211,0.195,-0.195,13.484,0.037,-0.037,15.9285,0.000573,-0.000573
1,1,11.41909375,7.116e-05,-7.116e-05,0.0,0.107,,,0.0,2.79,0.54,-0.29,0.0,0.249,0.048,-0.026000000000000002,0.0,8.2,,,0.0,0.0258,,,0.0,0.0,,,0.0,170.33,150.95,-59.64,0.0,921.0,,,0.0,0,5954.0,71.86,-70.98,0.0,1.11,0.21,-0.1,0.0,1.08,0.07,-0.05,0.0,0.08,0.142,-0.14300000000000002,0.0,4.38,0.07,-0.14,0.0,283.57421810000005,45.734800299999996,2406.33,273.9,-224.71,16.062,0.424,-0.424,14.561,0.116,-0.116,15.8901,0.0005650000000000001,-0.0005650000000000001
1,1,11.36112327,2.363e-05,-2.363e-05,0.0,0.1013,,,0.0,2.73,0.64,-0.32,0.0,0.244,0.057,-0.028999999999999998,0.0,7.9,,,0.0,0.0249,,,0.0,0.0,,,0.0,135.8,6.92,-6.56,0.0,869.0,,,0.0,0,5895.0,74.32,-83.11,0.0,1.04,0.24,-0.1,0.0,1.03,0.06,-0.07,0.0,-0.01,0.136,-0.183,0.0,4.41,0.07,-0.17,0.0,287.4527659,45.7043964,980.035,21.455,-20.575,14.672,0.046,-0.046,13.15,0.028,-0.028,14.5873,0.00034500000000000004,-0.00034500000000000004
1,1,16.56059504,4.293e-05,-4.293e-05,0.0,0.1144,,,0.0,2.56,0.22,-0.43,0.0,0.228,0.02,-0.038,0.0,7.08,,,0.0,0.0223,,,0.0,0.0,,,0.0,55.97,3.34,-3.13,0.0,701.0,,,0.0,0,5403.0,58.96,-58.52,0.0,0.81,0.07,-0.07,0.0,0.85,0.05,-0.06,0.0,-0.18,0.162,-0.204,0.0,4.56,0.04,-0.08,0.0,285.2467607,45.950109999999995,901.907,18.362,-17.657,15.576,0.206,-0.206,13.465,0.046,-0.046,15.229,0.000395,-0.000395
1,1,15.74957994,4.687e-05,-4.687e-05,0.0,0.1266,,,0.0,2.73,0.51,-0.25,0.0,0.244,0.045,-0.022000000000000002,0.0,7.9,,,0.0,0.0249,,,0.0,0.0,,,0.0,61.09,4.12,-3.82,0.0,777.0,,,0.0,0,5770.0,68.34,-66.67,0.0,0.96,0.13,-0.08,0.0,0.98,0.05,-0.06,0.0,-0.06,0.152,-0.191,0.0,4.46,0.06,-0.11,0.0,285.4354695,45.975959,1104.04,27.28,-26.03,15.424,0.16,-0.16,13.761,0.048,-0.048,15.2295,0.000361,-0.000361
1,1,37.8144514,0.0001545,-0.0001545,0.0,0.2341,,,0.0,2.57,0.41,-0.25,0.0,0.22899999999999998,0.037000000000000005,-0.022000000000000002,0.0,7.13,,,0.0,0.0224,,,0.0,0.0,,,0.0,46.3,1.6,-1.54,0.0,626.0,,,0.0,0,6058.0,87.66,-77.96,0.0,1.31,0.21,-0.12,0.0,1.22,0.06,-0.05,0.0,0.29,0.068,-0.069,0.0,4.29,0.08,-0.11,0.0,291.074684,45.242544,944.561,13.7235,-13.7235,13.693,0.137,-0.137,12.25,0.019,-0.019,13.5633,0.000246,-0.000246
1,5,8.726,,,0.0,0.0827,,,0.0,2.23,0.1,-0.1,0.0,0.19899999999999998,0.009000000000000001,-0.009000000000000001,0.0,40.0,13.7,-10.3,0.0,0.126,0.043,-0.032,0.0,0.0,,,0.0,222.19,98.84,-71.67,0.0,985.0,,,0.0,1,6039.0,97.72,-95.8,0.0,1.43,0.05,-0.05,0.0,1.0,0.42,-0.29,0.0,-0.07,0.107,-0.114,0.0,4.13,0.15,-0.15,0.0,298.2520208,40.4960842,1023.9,,,14.92,0.092,-0.092,13.193,0.026,-0.026,14.7902,0.001577,-0.001577
1,5,12.883,,,0.0,0.1072,,,0.0,2.36,0.11,-0.11,0.0,0.21100000000000002,0.01,-0.01,0.0,20.2,13.5,-10.2,0.0,0.064,0.042,-0.032,0.0,0.0,,,0.0,132.23,58.83,-42.65,0.0,865.0,,,0.0,1,6039.0,97.72,-95.8,0.0,1.43,0.05,-0.05,0.0,1.0,0.42,-0.29,0.0,-0.07,0.107,-0.114,0.0,4.13,0.15,-0.15,0.0,298.2520208,40.4960842,1023.9,,,14.92,0.092,-0.092,13.193,0.026,-0.026,14.7902,0.001577,-0.001577
1,5,4.224537,4.2e-05,-4.2e-05,0.0,0.052,,,0.0,1.38,0.27,-0.27,0.0,0.12300000000000001,0.024,-0.024,0.0,2.48,,,0.0,0.0078,,,0.0,0.0,,,0.0,584.24,259.9,-188.44,0.0,1254.0,,,0.0,0,6031.0,143.0,-143.0,0.0,1.17,0.22,-0.22,0.0,1.06,0.06,-0.06,0.0,-0.07,0.107,-0.114,0.0,4.32,0.15,-0.15,0.0,298.2520208,40.4960842,1023.9,,,14.92,0.092,-0.092,13.193,0.026,-0.026,14.7902,0.001577,-0.001577
1,5,27.434389,0.000224,-0.000224,0.0,0.181,,,0.0,2.6,0.49,-0.49,0.0,0.23199999999999998,0.044000000000000004,-0.044000000000000004,0.0,7.27,,,0.0,0.0229,,,0.0,0.0,,,0.0,48.29,21.48,-15.58,0.0,672.0,,,0.0,0,6031.0,143.0,-143.0,0.0,1.17,0.22,-0.22,0.0,1.06,0.06,-0.06,0.0,-0.07,0.107,-0.114,0.0,4.32,0.15,-0.15,0.0,298.2520208,40.4960842,1023.9,,,14.92,0.092,-0.092,13.193,0.026,-0.026,14.7902,0.001577,-0.001577
1,5,44.552169,0.000812,-0.000812,0.0,0.25,,,0.0,2.2,0.43,-0.43,0.0,0.196,0.038,-0.038,0.0,5.48,,,0.0,0.0172,,,0.0,0.0,,,0.0,25.3,11.25,-8.16,0.0,572.0,,,0.0,0,6031.0,143.0,-143.0,0.0,1.17,0.22,-0.22,0.0,1.06,0.06,-0.06,0.0,-0.07,0.107,-0.114,0.0,4.32,0.15,-0.15,0.0,298.2520208,40.4960842,1023.9,,,14.92,0.092,-0.092,13.193,0.026,-0.026,14.7902,0.001577,-0.001577
1,1,2.49577962,4.8e-07,-4.8e-07,0.0,0.0355,,,0.0,17.07,3.88,-1.88,0.0,1.5230000000000001,0.34600000000000003,-0.168,0.0,43000.0,,,0.0,135.0,,,0.0,0.0,,,0.0,2258.8,332.1,-276.04,0.0,1408.0,,,0.0,0,5920.0,113.64,-159.58,0.0,1.06,0.24,-0.12,0.0,1.04,0.07,-0.07,0.0,0.0,0.136,-0.17600000000000002,0.0,4.41,0.08,-0.16,0.0,296.50737369999996,49.4572313,1122.19,74.875,-74.875,14.35,0.103,-0.103,12.6,0.026,-0.026,14.1291,0.0008210000000000001,-0.0008210000000000001
1,1,124.4198398,0.000331,-0.000331,0.0,0.479,,,0.0,5.23,0.41,-0.36,0.0,0.467,0.037000000000000005,-0.032,0.0,23.8,,,0.0,0.0749,,,0.0,0.0,,,0.0,1.65,0.14,-0.13,0.0,416.0,,,0.0,0,5324.0,58.08,-58.03,0.0,0.81,0.06,-0.06,0.0,0.85,0.04,-0.05,0.0,-0.09,0.17,-0.18600000000000003,0.0,4.56,0.04,-0.07,0.0,284.2513637,48.80959620000001,998.961,37.779,-35.167,15.791,0.229,-0.229,13.928,0.043,-0.043,15.7442,0.0005780000000000001,-0.0005780000000000001
1,1,1.21956827,1.1e-06,-1.1e-06,0.0,0.0204,,,0.0,1.6,0.08,-0.09,0.0,0.14300000000000002,0.006999999999999999,-0.008,0.0,3.19,,,0.0,0.01,,,0.0,0.0,,,0.0,588.95,25.59,-24.38,0.0,1252.0,,,0.0,0,4848.0,60.94,-65.37,0.0,0.73,0.03,-0.04,0.0,0.78,0.04,-0.04,0.0,-0.02,0.155,-0.165,0.0,4.6,0.02,-0.04,0.0,292.3285976,49.6535171,532.726,8.378,-8.127,15.363,0.206,-0.206,12.913,0.032,-0.032,15.1296,0.000396,-0.000396
1,1,2.05387982,2.9e-06,-2.9e-06,0.0,0.0313,,,0.0,2.59,0.61,-0.25,0.0,0.231,0.054000000000000006,-0.022000000000000002,0.0,7.22,,,0.0,0.0227,,,0.0,0.0,,,0.0,890.33,87.94,-78.71,0.0,1523.0,,,0.0,0,5830.0,106.99,-143.16,0.0,1.03,0.24,-0.1,0.0,1.02,0.06,-0.06,0.0,0.05,0.131,-0.162,0.0,4.42,0.07,-0.17,0.0,296.3219786,48.9714373,1165.66,48.64,-44.95,15.354,0.206,-0.206,13.709,0.053,-0.053,15.2481,0.000556,-0.000556
1,1,2.61302086,6.24e-06,-6.24e-06,0.0,0.0298,,,0.0,1.68,0.07,-0.24,0.0,0.15,0.006,-0.021,0.0,3.46,,,0.0,0.0109,,,0.0,0.0,,,0.0,89.65,9.52,-8.71,0.0,713.0,,,0.0,0,4128.0,46.09,-46.95,0.0,0.57,0.03,-0.03,0.0,0.59,0.03,-0.04,0.0,-0.24,0.12,-0.142,0.0,4.7,0.02,-0.02,0.0,287.8578541,48.7739646,431.776,9.0135,-9.0135,15.986,0.252,-0.252,13.058,0.032,-0.032,15.7957,0.000583,-0.000583
1,1,0.92785982,5.5e-07,-5.5e-07,0.0,0.017,,,0.0,2.04,0.09,-0.29,0.0,0.182,0.008,-0.026000000000000002,0.0,4.82,,,0.0,0.0152,,,0.0,0.0,,,0.0,772.5,23.92,-23.3,0.0,1361.0,,,0.0,0,4913.0,57.49,-57.47,0.0,0.75,0.03,-0.03,0.0,0.79,0.03,-0.04,0.0,0.01,0.146,-0.159,0.0,4.59,0.02,-0.04,0.0,290.9576363,49.203726200000006,431.051,3.275,-3.275,14.903,0.069,-0.069,12.515,0.029,-0.029,14.6386,0.000299,-0.000299
