sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
1,3,7.156804,2.2e-05,-2.2e-05,0.0,0.069,,,0.0,2.28,1.31,-1.31,0.0,0.203,0.11699999999999999,-0.11699999999999999,0.0,5.82,,,0.0,0.0183,,,0.0,0.0,,,0.0,71.5,4.04,-3.8,0.0,782.0,,,0.0,0,5160.0,200.0,-200.0,0.0,0.81,0.46,-0.46,0.0,0.83,0.03,-0.04,0.0,0.02,0.13699999999999998,-0.138,0.0,4.57,0.3,-0.3,0.0,289.5947633,44.1418114,760.585,16.92,-16.211,15.819,0.035,-0.035,13.483,0.037,-0.037,15.4144,0.000421,-0.000421
1,3,17.648312,8.1e-05,-8.1e-05,0.0,0.127,,,0.0,2.18,1.25,-1.25,0.0,0.19399999999999998,0.11199999999999999,-0.11199999999999999,0.0,5.39,,,0.0,0.017,,,0.0,0.0,,,0.0,21.46,1.21,-1.14,0.0,579.0,,,0.0,0,5160.0,200.0,-200.0,0.0,0.81,0.46,-0.46,0.0,0.83,0.03,-0.04,0.0,0.02,0.13699999999999998,-0.138,0.0,4.57,0.3,-0.3,0.0,289.5947633,44.1418114,760.585,16.92,-16.211,15.819,0.035,-0.035,13.483,0.037,-0.037,15.4144,0.000421,-0.000421
1,4,4.790936,3.7e-05,-3.7e-05,0.0,0.053,,,0.0,1.33,0.24,-0.24,0.0,0.11900000000000001,0.021,-0.021,0.0,2.33,,,0.0,0.00733,,,0.0,0.0,,,0.0,203.17,14.59,-13.5,0.0,990.0,,,0.0,0,5526.0,100.0,-100.0,0.0,0.89,0.15,-0.15,0.0,0.95,0.04,-0.04,0.0,-0.02,0.107,-0.115,0.0,4.49,0.15,-0.15,0.0,296.5662171,44.10580770000001,924.625,27.219,-25.73,15.541,0.275,-0.275,13.632,0.042,-0.042,15.216,0.000365,-0.000365
1,4,16.514043,5.4e-05,-5.4e-05,0.0,0.122,,,0.0,2.77,0.49,-0.49,0.0,0.247,0.044000000000000004,-0.044000000000000004,0.0,8.1,,,0.0,0.0255,,,0.0,0.0,,,0.0,38.95,2.8,-2.59,0.0,655.0,,,0.0,0,5526.0,100.0,-100.0,0.0,0.89,0.15,-0.15,0.0,0.95,0.04,-0.04,0.0,-0.02,0.107,-0.115,0.0,4.49,0.15,-0.15,0.0,296.5662171,44.10580770000001,924.625,27.219,-25.73,15.541,0.275,-0.275,13.632,0.042,-0.042,15.216,0.000365,-0.000365
1,4,30.133001,0.000161,-0.000161,0.0,0.182,,,0.0,2.77,0.49,-0.49,0.0,0.247,0.044000000000000004,-0.044000000000000004,0.0,8.1,,,0.0,0.0255,,,0.0,0.0,,,0.0,17.48,1.25,-1.16,0.0,536.0,,,0.0,0,5526.0,100.0,-100.0,0.0,0.89,0.15,-0.15,0.0,0.95,0.04,-0.04,0.0,-0.02,0.107,-0.115,0.0,4.49,0.15,-0.15,0.0,296.5662171,44.10580770000001,924.625,27.219,-25.73,15.541,0.275,-0.275,13.632,0.042,-0.042,15.216,0.000365,-0.000365
1,4,99.640161,0.001074,-0.001074,0.0,0.404,,,0.0,2.77,0.49,-0.49,0.0,0.247,0.044000000000000004,-0.044000000000000004,0.0,8.1,,,0.0,0.0255,,,0.0,0.0,,,0.0,3.55,0.26,-0.24,0.0,360.0,,,0.0,0,5526.0,100.0,-100.0,0.0,0.89,0.15,-0.15,0.0,0.95,0.04,-0.04,0.0,-0.02,0.107,-0.115,0.0,4.49,0.15,-0.15,0.0,296.5662171,44.10580770000001,924.625,27.219,-25.73,15.541,0.275,-0.275,13.632,0.042,-0.042,15.216,0.000365,-0.000365
1,2,6.668391,3.1e-05,-3.1e-05,0.0,0.058,,,0.0,1.23,0.12,-0.12,0.0,0.11,0.011000000000000001,-0.011000000000000001,0.0,2.04,,,0.0,0.00642,,,0.0,0.0,,,0.0,39.26,1.0,-0.97,0.0,587.0,,,0.0,0,4208.0,150.0,-150.0,0.0,0.55,0.03,-0.03,0.0,0.61,0.01,-0.01,0.0,-0.13,0.08800000000000001,-0.08800000000000001,0.0,4.72,0.2,-0.2,0.0,295.57932900000003,44.5459052,379.424,3.512,-3.45,15.406,0.069,-0.069,12.466,0.018,-0.018,15.0293,0.00041500000000000006,-0.00041500000000000006
1,2,10.848463,1.5e-05,-1.5e-05,0.0,0.08,,,0.0,2.15,0.13,-0.13,0.0,0.192,0.012,-0.012,0.0,5.27,,,0.0,0.0166,,,0.0,0.0,,,0.0,20.51,0.52,-0.51,0.0,499.0,,,0.0,0,4208.0,150.0,-150.0,0.0,0.55,0.03,-0.03,0.0,0.61,0.01,-0.01,0.0,-0.13,0.08800000000000001,-0.08800000000000001,0.0,4.72,0.2,-0.2,0.0,295.57932900000003,44.5459052,379.424,3.512,-3.45,15.406,0.069,-0.069,12.466,0.018,-0.018,15.0293,0.00041500000000000006,-0.00041500000000000006
1,3,3.783986,1.7e-05,-1.7e-05,0.0,0.046,,,0.0,1.63,0.67,-0.67,0.0,0.145,0.06,-0.06,0.0,3.29,,,0.0,0.0104,,,0.0,0.0,,,0.0,194.35,12.97,-12.05,0.0,949.0,,,0.0,0,5208.0,200.0,-200.0,0.0,0.79,0.32,-0.32,0.0,0.85,0.04,-0.04,0.0,0.03,0.145,-0.172,0.0,4.59,0.3,-0.3,0.0,291.84193369999997,44.858124,838.595,20.317,-19.394,15.778,0.115,-0.115,13.534,0.048,-0.048,15.5122,0.00038700000000000003,-0.00038700000000000003
1,3,10.281951,3.2e-05,-3.2e-05,0.0,0.089,,,0.0,2.65,1.11,-1.11,0.0,0.23600000000000002,0.099,-0.099,0.0,7.51,,,0.0,0.0236,,,0.0,0.0,,,0.0,51.27,3.42,-3.18,0.0,680.0,,,0.0,0,5208.0,200.0,-200.0,0.0,0.79,0.32,-0.32,0.0,0.85,0.04,-0.04,0.0,0.03,0.145,-0.172,0.0,4.59,0.3,-0.3,0.0,291.84193369999997,44.858124,838.595,20.317,-19.394,15.778,0.115,-0.115,13.534,0.048,-0.048,15.5122,0.00038700000000000003,-0.00038700000000000003
1,3,18.119869,6.6e-05,-6.6e-05,0.0,0.13,,,0.0,3.17,1.3,-1.3,0.0,0.28300000000000003,0.11599999999999999,-0.11599999999999999,0.0,10.2,,,0.0,0.032,,,0.0,0.0,,,0.0,24.08,1.61,-1.49,0.0,563.0,,,0.0,0,5208.0,200.0,-200.0,0.0,0.79,0.32,-0.32,0.0,0.85,0.04,-0.04,0.0,0.03,0.145,-0.172,0.0,4.59,0.3,-0.3,0.0,291.84193369999997,44.858124,838.595,20.317,-19.394,15.778,0.115,-0.115,13.534,0.048,-0.048,15.5122,0.00038700000000000003,-0.00038700000000000003
1,3,5.826662,1e-05,-1e-05,0.0,0.064,,,0.0,3.87,1.85,-1.85,0.0,0.345,0.165,-0.165,0.0,14.3,,,0.0,0.0449,,,0.0,0.0,,,0.0,184.34,23.61,-20.45,0.0,1013.0,,,0.0,0,5957.0,200.0,-200.0,0.0,0.91,0.43,-0.43,0.0,0.93,0.04,-0.05,0.0,0.16,0.15,-0.15,0.0,4.52,0.3,-0.3,0.0,288.1646541,45.8164257,1389.48,75.41,-68.16,16.012,0.218,-0.218,14.254,0.068,-0.068,15.8379,0.000587,-0.000587
1,3,12.412183,8.2e-05,-8.2e-05,0.0,0.105,,,0.0,2.15,1.03,-1.03,0.0,0.192,0.092,-0.092,0.0,3.2,3.7,-2.7,0.0,0.01,0.012,-0.008,0.0,0.0,,,0.0,67.22,8.61,-7.46,0.0,787.0,,,0.0,0,5957.0,200.0,-200.0,0.0,0.91,0.43,-0.43,0.0,0.93,0.04,-0.05,0.0,0.16,0.15,-0.15,0.0,4.52,0.3,-0.3,0.0,288.1646541,45.8164257,1389.48,75.41,-68.16,16.012,0.218,-0.218,14.254,0.068,-0.068,15.8379,0.000587,-0.000587
1,3,18.746477,0.000121,-0.000121,0.0,0.139,,,0.0,2.5,1.19,-1.19,0.0,0.223,0.106,-0.106,0.0,6.8,,,0.0,0.0214,,,0.0,0.0,,,0.0,38.84,4.97,-4.31,0.0,686.0,,,0.0,0,5957.0,200.0,-200.0,0.0,0.91,0.43,-0.43,0.0,0.93,0.04,-0.05,0.0,0.16,0.15,-0.15,0.0,4.52,0.3,-0.3,0.0,288.1646541,45.8164257,1389.48,75.41,-68.16,16.012,0.218,-0.218,14.254,0.068,-0.068,15.8379,0.000587,-0.000587
1,3,5.714606,5.2e-05,-5.2e-05,0.0,0.063,,,0.0,1.55,0.62,-0.62,0.0,0.138,0.055,-0.055,0.0,3.02,,,0.0,0.00951,,,0.0,0.0,,,0.0,174.4,12.94,-11.93,0.0,971.0,,,0.0,0,5573.0,200.0,-200.0,0.0,0.93,0.37,-0.37,0.0,0.87,0.06,-0.03,0.0,0.33899999999999997,0.015,-0.015,0.0,4.52,0.3,-0.3,0.0,296.0642702,45.976764700000004,1052.53,31.055,-31.055,15.699,0.172,-0.172,13.689,0.043,-0.043,15.5283,0.000449,-0.000449
1,3,9.946047,3.5e-05,-3.5e-05,0.0,0.092,,,0.0,2.99,1.18,-1.18,0.0,0.267,0.105,-0.105,0.0,9.22,,,0.0,0.029,,,0.0,0.0,,,0.0,83.26,6.18,-5.7,0.0,807.0,,,0.0,0,5573.0,200.0,-200.0,0.0,0.93,0.37,-0.37,0.0,0.87,0.06,-0.03,0.0,0.33899999999999997,0.015,-0.015,0.0,4.52,0.3,-0.3,0.0,296.0642702,45.976764700000004,1052.53,31.055,-31.055,15.699,0.172,-0.172,13.689,0.043,-0.043,15.5283,0.000449,-0.000449
1,3,1.04562266,2.67e-06,-2.67e-06,0.0,0.0192,,,0.0,1.32,0.14,-0.1,0.0,0.11800000000000001,0.012,-0.009000000000000001,0.0,2.3,,,0.0,0.007240000000000001,,,0.0,0.0,,,0.0,1686.09,125.14,-115.36,0.0,1710.0,,,0.0,0,5431.0,93.33,-139.79,0.0,0.86,0.07,-0.06,0.0,0.9,0.04,-0.05,0.0,0.02,0.145,-0.18100000000000002,0.0,4.53,0.04,-0.08,0.0,296.0642702,45.976764700000004,1052.53,31.055,-31.055,15.699,0.172,-0.172,13.689,0.043,-0.043,15.5283,0.000449,-0.000449
1,4,1.620493,9e-06,-9e-06,0.0,0.027,,,0.0,1.59,0.39,-0.39,0.0,0.142,0.035,-0.035,0.0,3.15,,,0.0,0.00993,,,0.0,0.0,,,0.0,1225.93,76.58,-71.57,0.0,1681.0,,,0.0,0,5551.0,111.0,-111.0,0.0,1.3,0.32,-0.32,0.0,0.97,0.05,-0.04,0.0,0.12,0.09300000000000001,-0.08,0.0,4.22,0.19,-0.19,0.0,292.58042,46.0973588,1026.43,24.19,-23.11,15.178,0.103,-0.103,13.424,0.043,-0.043,15.0151,0.000334,-0.000334
1,4,3.38802,1.6e-05,-1.6e-05,0.0,0.045,,,0.0,2.15,0.53,-0.53,0.0,0.192,0.047,-0.047,0.0,5.27,,,0.0,0.0166,,,0.0,0.0,,,0.0,457.07,28.55,-26.68,0.0,1315.0,,,0.0,0,5551.0,111.0,-111.0,0.0,1.3,0.32,-0.32,0.0,0.97,0.05,-0.04,0.0,0.12,0.09300000000000001,-0.08,0.0,4.22,0.19,-0.19,0.0,292.58042,46.0973588,1026.43,24.19,-23.11,15.178,0.103,-0.103,13.424,0.043,-0.043,15.0151,0.000334,-0.000334
1,4,5.839172,3.1e-05,-3.1e-05,0.0,0.064,,,0.0,2.48,0.63,-0.63,0.0,0.221,0.055999999999999994,-0.055999999999999994,0.0,6.71,,,0.0,0.0211,,,0.0,0.0,,,0.0,221.1,13.81,-12.91,0.0,1097.0,,,0.0,0,5551.0,111.0,-111.0,0.0,1.3,0.32,-0.32,0.0,0.97,0.05,-0.04,0.0,0.12,0.09300000000000001,-0.08,0.0,4.22,0.19,-0.19,0.0,292.58042,46.0973588,1026.43,24.19,-23.11,15.178,0.103,-0.103,13.424,0.043,-0.043,15.0151,0.000334,-0.000334
1,4,10.681572,6.6e-05,-6.6e-05,0.0,0.096,,,0.0,2.35,0.58,-0.58,0.0,0.21,0.052000000000000005,-0.052000000000000005,0.0,6.12,,,0.0,0.0193,,,0.0,0.0,,,0.0,98.9,6.18,-5.77,0.0,897.0,,,0.0,0,5551.0,111.0,-111.0,0.0,1.3,0.32,-0.32,0.0,0.97,0.05,-0.04,0.0,0.12,0.09300000000000001,-0.08,0.0,4.22,0.19,-0.19,0.0,292.58042,46.0973588,1026.43,24.19,-23.11,15.178,0.103,-0.103,13.424,0.043,-0.043,15.0151,0.000334,-0.000334
1,3,2.382667,6e-06,-6e-06,0.0,0.034,,,0.0,2.61,1.31,-1.31,0.0,0.233,0.11699999999999999,-0.11699999999999999,0.0,7.32,,,0.0,0.023,,,0.0,0.0,,,0.0,553.53,581.85,-206.16,0.0,1237.0,,,0.0,0,5180.0,200.0,-200.0,0.0,1.04,0.52,-0.52,0.0,0.85,0.04,-0.04,0.0,0.04,0.152,-0.152,0.0,4.36,0.3,-0.3,0.0,297.3159994,46.02326420000001,780.256,17.54,-16.799,15.652,0.15,-0.15,13.372,,,15.4215,0.000727,-0.000727
1,3,6.581484,8e-06,-8e-06,0.0,0.066,,,0.0,5.41,2.72,-2.72,0.0,0.483,0.243,-0.243,0.0,25.2,,,0.0,0.0794,,,0.0,0.0,,,0.0,142.63,149.93,-53.12,0.0,881.0,,,0.0,0,5180.0,200.0,-200.0,0.0,1.04,0.52,-0.52,0.0,0.85,0.04,-0.04,0.0,0.04,0.152,-0.152,0.0,4.36,0.3,-0.3,0.0,297.3159994,46.02326420000001,780.256,17.54,-16.799,15.652,0.15,-0.15,13.372,,,15.4215,0.000727,-0.000727
1,3,24.664551,5.1e-05,-5.1e-05,0.0,0.16,,,0.0,4.95,2.48,-2.48,0.0,0.442,0.221,-0.221,0.0,21.7,,,0.0,0.0683,,,0.0,0.0,,,0.0,24.53,25.78,-9.14,0.0,567.0,,,0.0,0,5180.0,200.0,-200.0,0.0,1.04,0.52,-0.52,0.0,0.85,0.04,-0.04,0.0,0.04,0.152,-0.152,0.0,4.36,0.3,-0.3,0.0,297.3159994,46.02326420000001,780.256,17.54,-16.799,15.652,0.15,-0.15,13.372,,,15.4215,0.000727,-0.000727
1,2,13.19722,1.9e-05,-1.9e-05,0.0,0.103,,,0.0,4.06,2.71,-2.71,0.0,0.36200000000000004,0.242,-0.242,0.0,15.5,,,0.0,0.0488,,,0.0,0.0,,,0.0,27.79,1.07,-1.02,0.0,642.0,,,0.0,0,4942.0,200.0,-200.0,0.0,0.92,0.61,-0.61,0.0,0.82,0.03,-0.04,0.0,0.303,0.013999999999999999,-0.013999999999999999,0.0,4.44,0.3,-0.3,0.0,294.06841160000005,46.5791357,575.988,8.1805,-8.1805,15.49,0.149,-0.149,12.956,0.027,-0.027,15.2012,0.0005059999999999999,-0.0005059999999999999
1,2,33.653079,0.000189,-0.000189,0.0,0.193,,,0.0,3.61,2.43,-2.43,0.0,0.322,0.217,-0.217,0.0,12.7,,,0.0,0.0399,,,0.0,0.0,,,0.0,7.99,0.31,-0.29,0.0,470.0,,,0.0,0,4942.0,200.0,-200.0,0.0,0.92,0.61,-0.61,0.0,0.82,0.03,-0.04,0.0,0.303,0.013999999999999999,-0.013999999999999999,0.0,4.44,0.3,-0.3,0.0,294.06841160000005,46.5791357,575.988,8.1805,-8.1805,15.49,0.149,-0.149,12.956,0.027,-0.027,15.2012,0.0005059999999999999,-0.0005059999999999999
1,2,8.115317,2.2e-05,-2.2e-05,0.0,0.079,,,0.0,2.8,1.37,-1.37,0.0,0.25,0.122,-0.122,0.0,8.25,,,0.0,0.0259,,,0.0,0.0,,,0.0,113.45,6.74,-6.3,0.0,879.0,,,0.0,0,5938.0,200.0,-200.0,0.0,0.9,0.43,-0.43,0.0,0.93,0.04,-0.05,0.0,-0.03,0.138,-0.177,0.0,4.53,0.3,-0.3,0.0,288.2119707,46.6150461,1002.14,26.33,-25.046,15.378,0.035,-0.035,13.555,0.029,-0.029,15.1689,0.00038700000000000003,-0.00038700000000000003
1,2,36.924931,0.000181,-0.000181,0.0,0.217,,,0.0,2.7,1.31,-1.31,0.0,0.24100000000000002,0.11699999999999999,-0.11699999999999999,0.0,7.75,,,0.0,0.0244,,,0.0,0.0,,,0.0,15.05,0.89,-0.84,0.0,530.0,,,0.0,0,5938.0,200.0,-200.0,0.0,0.9,0.43,-0.43,0.0,0.93,0.04,-0.05,0.0,-0.03,0.138,-0.177,0.0,4.53,0.3,-0.3,0.0,288.2119707,46.6150461,1002.14,26.33,-25.046,15.378,0.035,-0.035,13.555,0.029,-0.029,15.1689,0.00038700000000000003,-0.00038700000000000003
1,4,12.28,0.0003,-0.0003,0.0,0.08551,0.0039299999999999995,-0.0039299999999999995,0.0,2.78,0.11,-0.11,0.0,0.248,0.01,-0.01,0.0,5.12,0.65,-0.61,0.0,0.01611,0.00205,-0.0019199999999999998,0.0,0.0,,,0.0,7.6,1.1,-1.1,0.0,431.0,,,0.0,1,3914.0,119.0,-119.0,0.0,0.51,0.02,-0.02,0.0,0.54,0.03,-0.03,0.0,-0.13,0.13,-0.13,0.0,4.68,0.01,-0.01,0.0,284.9410627,46.5664505,335.307,3.0565,-3.0565,15.853,0.035,-0.035,12.63,0.026,-0.026,15.4089,0.000469,-0.000469
1,4,17.2559,0.0006,-0.0006,0.0,0.10725,0.0049299999999999995,-0.0049299999999999995,0.0,2.72,0.12,-0.12,0.0,0.243,0.011000000000000001,-0.011000000000000001,0.0,6.2,0.65,-0.65,0.0,0.01951,0.00205,-0.00205,0.0,0.0,,,0.0,4.82,0.72,-0.72,0.0,385.0,,,0.0,1,3914.0,119.0,-119.0,0.0,0.51,0.02,-0.02,0.0,0.54,0.03,-0.03,0.0,-0.13,0.13,-0.13,0.0,4.68,0.01,-0.01,0.0,284.9410627,46.5664505,335.307,3.0565,-3.0565,15.853,0.035,-0.035,12.63,0.026,-0.026,15.4089,0.000469,-0.000469
1,4,3.543919,1.5e-05,-1.5e-05,0.0,0.039,,,0.0,1.07,0.06,-0.06,0.0,0.095,0.005,-0.005,0.0,1.24,,,0.0,0.0039,,,0.0,0.0,,,0.0,31.79,2.07,-1.7,0.0,652.0,,,0.0,0,4486.0,116.0,-116.0,0.0,0.57,0.03,-0.03,0.0,0.62,0.02,-0.03,0.0,-0.05,0.08,-0.111,0.0,4.73,0.2,-0.2,0.0,284.9410627,46.5664505,335.307,3.0565,-3.0565,15.853,0.035,-0.035,12.63,0.026,-0.026,15.4089,0.000469,-0.000469
1,4,46.827915,0.000173,-0.000173,0.0,0.22,,,0.0,2.41,0.15,-0.15,0.0,0.215,0.013000000000000001,-0.013000000000000001,0.0,6.39,,,0.0,0.0201,,,0.0,0.0,,,0.0,1.75,0.18,-0.17,0.0,276.0,,,0.0,0,4486.0,116.0,-116.0,0.0,0.57,0.03,-0.03,0.0,0.62,0.02,-0.03,0.0,-0.05,0.08,-0.111,0.0,4.73,0.2,-0.2,0.0,284.9410627,46.5664505,335.307,3.0565,-3.0565,15.853,0.035,-0.035,12.63,0.026,-0.026,15.4089,0.000469,-0.000469
1,2,8.187399,2.2e-05,-2.2e-05,0.0,0.075,,,0.0,2.01,0.55,-0.55,0.0,0.179,0.049,-0.049,0.0,4.7,,,0.0,0.0148,,,0.0,0.0,,,0.0,132.13,4.49,-4.31,0.0,782.0,,,0.0,0,5250.0,257.0,-257.0,0.0,0.86,0.23,-0.23,0.0,0.92,0.03,-0.03,0.0,0.03,0.10099999999999999,-0.099,0.0,4.49,0.2,-0.2,0.0,291.92596580000003,38.014052500000005,627.365,7.2615,-7.2615,14.253,0.069,-0.069,12.494,0.026,-0.026,14.1176,0.000531,-0.000531
1,2,76.050178,0.001026,-0.001026,0.0,0.332,,,0.0,1.74,0.54,-0.54,0.0,0.155,0.048,-0.048,0.0,3.68,,,0.0,0.0116,,,0.0,0.0,,,0.0,6.78,0.23,-0.22,0.0,372.0,,,0.0,0,5250.0,257.0,-257.0,0.0,0.86,0.23,-0.23,0.0,0.92,0.03,-0.03,0.0,0.03,0.10099999999999999,-0.099,0.0,4.49,0.2,-0.2,0.0,291.92596580000003,38.014052500000005,627.365,7.2615,-7.2615,14.253,0.069,-0.069,12.494,0.026,-0.026,14.1176,0.000531,-0.000531
1,2,10.381227,1.6e-05,-1.6e-05,0.0,0.088,,,0.0,2.18,0.14,-0.14,0.0,0.19399999999999998,0.012,-0.012,0.0,5.39,,,0.0,0.017,,,0.0,0.0,,,0.0,45.78,1.03,-1.01,0.0,672.0,,,0.0,0,5098.0,100.0,-100.0,0.0,0.79,0.05,-0.05,0.0,0.88,0.03,-0.03,0.0,0.162,0.013000000000000001,-0.013000000000000001,0.0,4.56,0.15,-0.15,0.0,291.3647333,37.609239,317.499,1.756,-1.737,13.738,0.103,-0.103,11.585,0.021,-0.021,13.5287,0.000336,-0.000336
1,2,24.570858,6.9e-05,-6.9e-05,0.0,0.156,,,0.0,2.0,0.14,-0.14,0.0,0.17800000000000002,0.012,-0.012,0.0,4.66,,,0.0,0.0147,,,0.0,0.0,,,0.0,14.51,0.33,-0.32,0.0,505.0,,,0.0,0,5098.0,100.0,-100.0,0.0,0.79,0.05,-0.05,0.0,0.88,0.03,-0.03,0.0,0.162,0.013000000000000001,-0.013000000000000001,0.0,4.56,0.15,-0.15,0.0,291.3647333,37.609239,317.499,1.756,-1.737,13.738,0.103,-0.103,11.585,0.021,-0.021,13.5287,0.000336,-0.000336
1,2,13.060855,0.000164,-0.000164,0.0,0.108,,,0.0,1.36,0.59,-0.59,0.0,0.121,0.053,-0.053,0.0,2.42,,,0.0,0.00761,,,0.0,0.0,,,0.0,50.17,1.76,-1.69,0.0,734.0,,,0.0,0,5841.0,200.0,-200.0,0.0,0.88,0.36,-0.36,0.0,0.99,0.08,-0.08,0.0,-0.33799999999999997,0.013000000000000001,-0.013000000000000001,0.0,4.54,0.3,-0.3,0.0,290.72871680000003,37.2526575,613.129,7.599,-7.599,14.478,0.126,-0.126,12.732,0.025,-0.025,14.2241,0.000285,-0.000285
1,2,21.853722,0.000187,-0.000187,0.0,0.152,,,0.0,1.64,0.68,-0.68,0.0,0.146,0.061,-0.061,0.0,3.33,,,0.0,0.0105,,,0.0,0.0,,,0.0,25.26,0.88,-0.85,0.0,618.0,,,0.0,0,5841.0,200.0,-200.0,0.0,0.88,0.36,-0.36,0.0,0.99,0.08,-0.08,0.0,-0.33799999999999997,0.013000000000000001,-0.013000000000000001,0.0,4.54,0.3,-0.3,0.0,290.72871680000003,37.2526575,613.129,7.599,-7.599,14.478,0.126,-0.126,12.732,0.025,-0.025,14.2241,0.000285,-0.000285
1,2,16.568087,6.5e-05,-6.5e-05,0.0,0.12,,,0.0,2.67,1.45,-1.45,0.0,0.23800000000000002,0.129,-0.129,0.0,7.61,,,0.0,0.0239,,,0.0,0.0,,,0.0,24.31,1.53,-1.43,0.0,548.0,,,0.0,0,5265.0,200.0,-200.0,0.0,0.79,0.43,-0.43,0.0,0.8,0.04,-0.04,0.0,-0.031,0.013999999999999999,-0.013999999999999999,0.0,4.58,0.3,-0.3,0.0,292.4698022,37.5677941,754.747,16.038,-16.038,15.435,0.137,-0.137,13.548,0.048,-0.048,15.4167,0.00045999999999999996,-0.00045999999999999996
1,2,47.332773,0.000456,-0.000456,0.0,0.242,,,0.0,2.47,1.35,-1.35,0.0,0.22,0.12,-0.12,0.0,6.66,,,0.0,0.021,,,0.0,0.0,,,0.0,5.99,0.38,-0.35,0.0,386.0,,,0.0,0,5265.0,200.0,-200.0,0.0,0.79,0.43,-0.43,0.0,0.8,0.04,-0.04,0.0,-0.031,0.013999999999999999,-0.013999999999999999,0.0,4.58,0.3,-0.3,0.0,292.4698022,37.5677941,754.747,16.038,-16.038,15.435,0.137,-0.137,13.548,0.048,-0.048,15.4167,0.00045999999999999996,-0.00045999999999999996
1,2,40.806231,0.000538,-0.000538,0.0,0.249,,,0.0,3.33,0.74,-0.74,0.0,0.297,0.066,-0.066,0.0,11.1,,,0.0,0.0348,,,0.0,0.0,,,0.0,79.48,3.43,-3.27,0.0,772.0,,,0.0,0,6158.0,100.0,-100.0,0.0,1.55,0.31,-0.31,0.0,1.46,0.13,-0.12,0.0,0.047,0.012,-0.012,0.0,4.15,0.15,-0.15,0.0,292.044628,37.376186100000005,942.173,18.079,-17.423,13.15,0.114,-0.114,11.591,0.02,-0.02,13.0135,0.000268,-0.000268
1,2,140.101261,0.003678,-0.003678,0.0,0.566,,,0.0,2.83,0.58,-0.58,0.0,0.252,0.052000000000000005,-0.052000000000000005,0.0,8.4,,,0.0,0.0264,,,0.0,0.0,,,0.0,15.35,0.66,-0.63,0.0,511.0,,,0.0,0,6158.0,100.0,-100.0,0.0,1.55,0.31,-0.31,0.0,1.46,0.13,-0.12,0.0,0.047,0.012,-0.012,0.0,4.15,0.15,-0.15,0.0,292.044628,37.376186100000005,942.173,18.079,-17.423,13.15,0.114,-0.114,11.591,0.02,-0.02,13.0135,0.000268,-0.000268
1,4,6.846262,6.3e-05,-6.3e-05,0.0,0.069,,,0.0,1.86,0.45,-0.45,0.0,0.166,0.04,-0.04,0.0,4.12,,,0.0,0.013,,,0.0,0.0,,,0.0,220.33,19.94,-17.98,0.0,1022.0,,,0.0,0,5835.0,118.0,-118.0,0.0,1.1,0.23,-0.23,0.0,0.98,0.05,-0.05,0.0,-0.14,0.12,-0.121,0.0,4.33,0.15,-0.15,0.0,290.51047880000004,41.244743,1280.25,47.9,-44.62,15.47,0.16,-0.16,13.897,0.051,-0.051,15.3522,0.000383,-0.000383
1,4,17.028937,0.000136,-0.000136,0.0,0.127,,,0.0,2.63,0.55,-0.55,0.0,0.235,0.049,-0.049,0.0,7.41,,,0.0,0.0233,,,0.0,0.0,,,0.0,65.36,5.92,-5.33,0.0,755.0,,,0.0,0,5835.0,118.0,-118.0,0.0,1.1,0.23,-0.23,0.0,0.98,0.05,-0.05,0.0,-0.14,0.12,-0.121,0.0,4.33,0.15,-0.15,0.0,290.51047880000004,41.244743,1280.25,47.9,-44.62,15.47,0.16,-0.16,13.897,0.051,-0.051,15.3522,0.000383,-0.000383
1,4,43.130617,0.000658,-0.000658,0.0,0.236,,,0.0,2.49,0.54,-0.54,0.0,0.222,0.048,-0.048,0.0,6.76,,,0.0,0.0213,,,0.0,0.0,,,0.0,18.94,1.71,-1.55,0.0,554.0,,,0.0,0,5835.0,118.0,-118.0,0.0,1.1,0.23,-0.23,0.0,0.98,0.05,-0.05,0.0,-0.14,0.12,-0.121,0.0,4.33,0.15,-0.15,0.0,290.51047880000004,41.244743,1280.25,47.9,-44.62,15.47,0.16,-0.16,13.897,0.051,-0.051,15.3522,0.000383,-0.000383
