sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasselim,pl_bmassj,pl_bmassjlim,pl_orbeccen,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
1,1,6.959503,1.6e-05,-1.4999999999999999e-05,0.0,4.91,0.0,10.07,0.47,-0.47,0.0,0.898,0.042,-0.042,0.0,72.4,0.0,0.228,0.0,0.059000000000000004,0.0,989.7,62.5,-55.8,0.0,1174.0,0.0,0,5675.0,75.0,-75.0,0.0,1.38,0.06,-0.06,0.0,1.22,0.05,-0.05,0.0,0.0,0.08,-0.08,0.0,2.85,0.2,-0.2,0.0,207.526001,-40.8358961,127.28,1.105,-1.087,9.79,0.03,-0.03,8.164,0.026000000000000002,-0.026000000000000002,9.63261,0.002283,-0.002283
1,1,2556.5,99.2,-94.9,0.0,4.91,0.0,12.4,1.527,-0.654,0.0,1.11,0.136,-0.058,0.0,3527.913,0.0,11.1,0.0,0.59,0.0,989.7,62.5,-55.8,0.0,2700.0,0.0,0,4985.0,100.0,-100.0,0.0,8.69,0.88,-0.88,0.0,2.41,0.16,-0.16,0.0,0.15,0.08,-0.08,0.0,2.85,0.2,-0.2,0.0,207.5808445,-39.9008996,116.046,0.65,-0.65,6.43,0.03,-0.03,4.196000000000001,0.036000000000000004,-0.036000000000000004,6.17087,0.0006952999999999999,-0.0006952999999999999
1,2,88.9,0.1,-0.1,0.0,0.46,0.0,13.6,1.527,-0.654,0.0,1.21,0.136,-0.058,0.0,438.6054,0.0,1.38,0.0,0.05,0.0,989.7,62.5,-55.8,0.0,2700.0,0.0,0,4890.0,100.0,-100.0,0.0,5.92,0.44,-0.44,0.0,1.63,0.22,-0.22,0.0,0.0,0.1,-0.1,0.0,3.15,0.2,-0.2,0.0,208.465364,-35.3146536,64.1181,0.1748,-0.1748,6.17,0.03,-0.03,3.7510000000000003,0.23600000000000002,-0.23600000000000002,5.89329,0.0009089,-0.0009089
1,2,2131.8,88.3,-88.3,0.0,3.82,0.0,12.7,1.527,-0.654,0.0,1.14,0.136,-0.058,0.0,2002.2,0.0,6.3,0.0,0.17,0.0,989.7,62.5,-55.8,0.0,2700.0,0.0,0,4890.0,100.0,-100.0,0.0,5.92,0.44,-0.44,0.0,1.63,0.22,-0.22,0.0,0.0,0.1,-0.1,0.0,3.15,0.2,-0.2,0.0,208.465364,-35.3146536,64.1181,0.1748,-0.1748,6.17,0.03,-0.03,3.7510000000000003,0.23600000000000002,-0.23600000000000002,5.89329,0.0009089,-0.0009089
2,1,17337.5,15512.5,-15512.5,0.0,20.25,0.0,12.5,1.527,-0.654,0.0,1.12,0.136,-0.058,0.0,2860.0,0.0,9.0,0.0,0.715,0.0,989.7,62.5,-55.8,0.0,2700.0,0.0,0,4105.0,130.0,-130.0,0.0,5.77,0.53,-0.53,0.0,0.63,0.03,-0.03,0.0,0.2,0.13,-0.13,0.0,3.1,0.2,-0.2,0.0,217.3270762,-46.46468400000001,24.0572,0.02475,-0.02475,10.421,0.067,-0.067,6.79,0.027000000000000003,-0.027000000000000003,9.69796,0.000431,-0.000431
1,1,87.19,0.381,-0.381,0.0,0.335,0.0,4.55,1.527,-0.654,0.0,0.406,0.136,-0.058,0.0,18.8,0.0,0.05915,0.0,0.21,0.0,989.7,62.5,-55.8,0.0,2700.0,0.0,0,4146.0,107.0,-110.0,0.0,5.77,0.53,-0.53,0.0,0.66,0.04,-0.04,0.0,0.2,0.13,-0.13,0.0,3.1,0.2,-0.2,0.0,218.2158073,-52.6464757,32.3311,0.0521,-0.0519,10.53,0.03,-0.03,7.242000000000001,0.021,-0.021,9.95835,0.000461,-0.000461
1,1,822.3,16.8,-16.8,0.0,2.1,0.0,13.3,1.527,-0.654,0.0,1.18,0.136,-0.058,0.0,762.7919999999999,0.0,2.4,0.0,0.07,0.0,989.7,62.5,-55.8,0.0,2700.0,0.0,0,4850.0,100.0,-100.0,0.0,5.77,0.53,-0.53,0.0,1.74,0.21,-0.21,0.0,0.2,0.13,-0.13,0.0,3.1,0.2,-0.2,0.0,229.5714974,-41.4210961,78.6562,0.256,-0.256,7.05,0.03,-0.03,4.638999999999999,0.016,-0.016,6.7523399999999985,0.000227,-0.000227
1,1,111.7,0.7,-0.7,0.0,740.0,0.0,12.0,1.527,-0.654,0.0,1.07,0.136,-0.058,0.0,7300.0,0.0,23.0,0.0,0.29,0.0,989.7,62.5,-55.8,0.0,2700.0,0.0,0,10500.0,157.0,-157.0,0.0,2.11,0.07,-0.06,0.0,2.5,1.25,-1.25,0.0,-0.15,0.08,-0.08,0.0,4.13,0.09,-0.07,0.0,240.4810052,-21.980492,136.759,1.493,-1.462,7.1691,0.0459,-0.0459,6.903,0.02,-0.018000000000000002,7.14665,0.000293,-0.000293
2,1,111.7,0.7,-0.7,0.0,345.0,0.0,12.1,1.527,-0.654,0.0,1.08,0.136,-0.058,0.0,6515.515,0.0,20.5,0.0,0.29,0.0,989.7,62.5,-55.8,0.0,2450.0,0.0,0,3420.0,157.0,-157.0,0.0,0.48,0.01,-0.01,0.0,3.75,1.25,-1.25,0.0,-0.15,0.08,-0.08,0.0,4.76,0.01,-0.01,0.0,242.1821202,-23.6855244,145.798,2.562,-2.476,5.86,0.03,-0.03,5.707000000000001,0.018000000000000002,-0.018000000000000002,5.83871,0.0008369,-0.0008369
1,1,111.7,0.7,-0.7,0.0,0.36,0.0,13.4,1.527,-0.654,0.0,1.19,0.136,-0.058,0.0,667.415,0.0,2.1,0.0,0.29,0.0,989.7,62.5,-55.8,0.0,1200.0,0.0,0,3420.0,157.0,-157.0,0.0,0.48,0.01,-0.01,0.0,0.48,0.02,-0.02,0.0,-0.15,0.08,-0.08,0.0,4.76,0.01,-0.01,0.0,243.1742467,-18.8764247,14.5324,0.0259,-0.0259,11.394,0.045,-0.045,6.5889999999999995,0.018000000000000002,-0.018000000000000002,10.2351,0.001329,-0.001329
2,1,1560.2,53.9,-53.9,0.0,2.8,0.0,12.8,1.527,-0.654,0.0,1.14,0.136,-0.058,0.0,1748.065,0.0,5.5,0.0,0.16,0.0,989.7,62.5,-55.8,0.0,1200.0,0.0,0,4670.0,100.0,-100.0,0.0,7.83,1.02,-1.02,0.0,1.17,0.28,-0.28,0.0,-0.15,0.08,-0.08,0.0,2.7,0.2,-0.2,0.0,27.5271962,-54.46516329999999,155.121,0.638,-0.634,7.88,0.03,-0.03,5.29,0.028999999999999998,-0.028999999999999998,7.56075,0.000203,-0.000203
1,1,5.0505,0.0015,-0.0015,0.0,0.06,0.0,13.7,1.527,-0.654,0.0,1.23,0.136,-0.058,0.0,346.4347,0.0,1.09,0.0,0.02,0.0,989.7,62.5,-55.8,0.0,1200.0,0.0,0,5519.0,70.0,-70.0,0.0,0.89,0.03,-0.03,0.0,0.97,0.28,-0.28,0.0,0.23,0.13,-0.13,0.0,4.53,0.12,-0.12,0.0,279.2211173,61.7015065,45.8846,0.0661,-0.066,8.65,0.03,-0.03,6.893,0.021,-0.021,8.45032,0.000505,-0.000505
1,1,1058.8,6.7,-6.7,0.0,2.55,0.0,12.1,1.527,-0.654,0.0,1.08,0.136,-0.058,0.0,6356.3,0.0,20.0,0.0,0.61,0.0,989.7,62.5,-55.8,0.0,1200.0,0.0,0,5020.0,100.0,-100.0,0.0,5.34,0.55,-0.55,0.0,1.93,0.11,-0.11,0.0,0.29,0.13,-0.13,0.0,3.26,0.2,-0.2,0.0,296.4221207,-0.6968794,102.275,0.40700000000000003,-0.40399999999999997,7.34,0.03,-0.03,5.09,0.027000000000000003,-0.027000000000000003,7.07025,0.000177,-0.000177
1,1,27000.0,16000.0,-8000.0,0.0,773.0,0.0,11.777,1.527,-0.654,0.0,1.051,0.136,-0.058,0.0,6991.57,0.0,21.9987,0.0,0.84,0.0,989.7,62.5,-55.8,0.0,1200.0,0.0,0,5927.14,136.22,-155.33,0.0,1.01,0.05,-0.06,0.0,1.08,0.14,-0.14,0.0,-0.036000000000000004,0.013,-0.013,0.0,4.46,0.08,-0.09,0.0,326.1315705,14.7714524,18.1186,0.0201,-0.0201,5.9770699999999986,0.023,-0.023,4.559,0.038,-0.038,5.8236300000000005,0.001848,-0.001848
1,1,27000.0,16000.0,-8000.0,0.0,20.3,0.0,12.442,1.233,-1.233,0.0,1.11,0.11,-0.11,0.0,9534.9,0.0,30.0,0.0,0.84,0.0,989.7,62.5,-55.8,0.0,1200.0,0.0,0,5794.0,100.0,-100.0,0.0,1.53,0.06,-0.05,0.0,1.3,0.04,-0.04,0.0,0.02,0.06,-0.07,0.0,4.02,0.1,-0.1,0.0,102.5042716,-60.2486775,34.0071,0.048,-0.0478,6.11,0.03,-0.03,5.02,0.016,-0.016,5.99741,0.0006596,-0.0006596
2,1,27000.0,16000.0,-8000.0,0.0,18.0,0.0,13.1,0.068,-0.064,0.0,1.17,0.006,-0.006,0.0,1026.5909,0.0,3.23,0.0,0.84,0.0,989.7,62.5,-55.8,0.0,171.0,0.0,0,5794.0,100.0,-100.0,0.0,1.53,0.06,-0.05,0.0,1.07,0.04,-0.04,0.0,0.1,0.06,-0.06,0.0,4.02,0.1,-0.1,0.0,206.7357992,6.349899400000001,31.4607,0.039,-0.0389,6.33432,0.023,-0.023,4.851,0.021,-0.021,6.17464,0.000538,-0.000538
1,1,302.79999,2.3,-2.3,0.0,0.92,0.0,13.3,0.068,-0.064,0.0,1.19,0.006,-0.006,0.0,721.4741,0.0,2.27,0.0,0.14,0.0,989.7,62.5,-55.8,0.0,1572.0,0.0,0,6167.0,24.0,-24.0,0.0,1.13,0.02,-0.02,0.0,1.34,0.13,-0.13,0.0,0.16,0.08,-0.08,0.0,4.46,0.04,-0.04,0.0,40.6417178,-50.7993484,17.3181,0.0162,-0.0162,5.4,0.03,-0.03,4.138,0.036000000000000004,-0.036000000000000004,5.25587,0.0022802,-0.0022802
2,3,3.5859900000000002,0.00015,-0.00015,0.0,0.048,0.0,2.085,0.068,-0.064,0.0,0.18600000000000005,0.006,-0.006,0.0,5.0,0.0,0.0157,0.0,0.3,1.0,989.7,62.5,-55.8,0.0,1572.0,0.0,0,6201.0,50.0,-50.0,0.0,1.31,0.02,-0.02,0.0,1.15,0.07,-0.08,0.0,-0.14,0.08,-0.08,0.0,4.26,0.03,-0.04,0.0,42.9849779,-30.8140609,31.964000000000002,0.0722,-0.07200000000000001,6.38,0.03,-0.03,5.149,0.02,-0.02,6.2527599999999985,0.0004263,-0.0004263
2,3,5.97293,0.0006,-0.00053,0.0,0.0674,0.0,1.939,0.069,-0.069,0.0,0.173,0.006,-0.006,0.0,4.42,0.0,0.0139,0.0,0.19,1.0,512.0,29.0,-26.0,0.0,1326.0,0.0,0,6201.0,50.0,-50.0,0.0,1.31,0.02,-0.02,0.0,1.15,0.07,-0.08,0.0,-0.14,0.08,-0.08,0.0,4.26,0.03,-0.04,0.0,42.9849779,-30.8140609,31.964000000000002,0.0722,-0.07200000000000001,6.38,0.03,-0.03,5.149,0.02,-0.02,6.2527599999999985,0.0004263,-0.0004263
2,3,11.23,0.0011,-0.001,0.0,0.1027,0.0,2.164,0.086,-0.083,0.0,0.193,0.008,-0.006999999999999999,0.0,5.32,0.0,0.0168,0.0,0.28,1.0,217.0,13.0,-12.0,0.0,1075.0,0.0,0,6201.0,50.0,-50.0,0.0,1.31,0.02,-0.02,0.0,1.15,0.07,-0.08,0.0,-0.14,0.08,-0.08,0.0,4.26,0.03,-0.04,0.0,42.9849779,-30.8140609,31.964000000000002,0.0722,-0.07200000000000001,6.38,0.03,-0.03,5.149,0.02,-0.02,6.2527599999999985,0.0004263,-0.0004263
1,4,170000.0,1128.62,-1128.62,0.0,68.0,0.0,13.0,1.0,-1.0,0.0,1.2,0.1,-0.1,0.0,2000.0,0.0,7.0,0.0,0.5,1.0,54.1,9.5,-9.5,0.0,1200.0,0.0,0,7204.58,83.84,-129.54,0.0,1.49,0.05,-0.05,0.0,1.61,0.32,-0.21,0.0,-0.5,0.07,-0.07,0.0,4.3,0.09,-0.07,0.0,346.8701486,21.134037600000006,41.2441,0.1515,-0.1505,5.98,0.01,-0.01,5.24,0.018000000000000002,-0.018000000000000002,5.90914,0.0018783,-0.0018783
1,4,69000.0,1128.62,-1128.62,0.0,38.0,0.0,13.0,1.0,0.0,0.0,1.2,0.1,0.0,0.0,3000.0,0.0,10.0,0.0,0.5,1.0,54.1,9.5,-9.5,0.0,1200.0,0.0,0,7204.58,83.84,-129.54,0.0,1.49,0.05,-0.05,0.0,1.61,0.32,-0.21,0.0,-0.5,0.07,-0.07,0.0,4.3,0.09,-0.07,0.0,346.8701486,21.134037600000006,41.2441,0.1515,-0.1505,5.98,0.01,-0.01,5.24,0.018000000000000002,-0.018000000000000002,5.90914,0.0018783,-0.0018783
1,4,37000.0,1128.62,-1128.62,0.0,24.0,0.0,13.0,1.0,0.0,0.0,1.2,0.1,0.0,0.0,3000.0,0.0,10.0,0.0,0.6,1.0,54.1,9.5,-9.5,0.0,1300.0,0.0,0,7204.58,83.84,-129.54,0.0,1.49,0.05,-0.05,0.0,1.61,0.32,-0.21,0.0,-0.5,0.07,-0.07,0.0,4.3,0.09,-0.07,0.0,346.8701486,21.134037600000006,41.2441,0.1515,-0.1505,5.98,0.01,-0.01,5.24,0.018000000000000002,-0.018000000000000002,5.90914,0.0018783,-0.0018783
1,4,20815.6,1128.62,-1128.62,0.0,16.4,0.0,13.115,1.457,-1.233,0.0,1.17,0.13,-0.11,0.0,3178.3,0.0,10.0,0.0,0.15,0.0,54.1,9.5,-9.5,0.0,1150.0,0.0,0,7400.0,70.0,-70.0,0.0,1.49,0.05,-0.05,0.0,1.51,0.04,-0.02,0.0,-0.5,0.07,-0.07,0.0,4.0,0.08,-0.08,0.0,346.8701486,21.134037600000006,41.2441,0.1515,-0.1505,5.98,0.01,-0.01,5.24,0.018000000000000002,-0.018000000000000002,5.90914,0.0018783,-0.0018783
2,2,2390.0,4.0,-4.0,0.0,3.6,0.0,12.8,0.35,-0.34,0.0,1.14,0.031,-0.03,0.0,1875.1970000000001,0.0,5.9,0.0,0.0,0.0,54.1,9.5,-9.5,0.0,703.0,0.0,0,5620.0,70.0,-70.0,0.0,0.98,0.08,-0.08,0.0,0.88,0.01,-0.01,0.0,0.12,0.07,-0.07,0.0,2.52,0.08,-0.08,0.0,316.99219760000005,-5.2948694000000005,192.1980787,2.3303607000000004,-2.3303607000000004,16.183,0.33399999999999996,-0.33399999999999996,13.634,0.044000000000000004,-0.044000000000000004,16.4718,0.039434,-0.039434
2,2,4368.0,515.0,-515.0,0.0,5.4,0.0,12.9,0.35,-0.34,0.0,1.15,0.031,-0.03,0.0,1430.235,0.0,4.5,0.0,0.51,0.0,54.1,9.5,-9.5,0.0,703.0,0.0,0,5620.0,70.0,-70.0,0.0,0.98,0.08,-0.08,0.0,0.88,0.01,-0.01,0.0,0.12,0.07,-0.07,0.0,2.52,0.08,-0.08,0.0,316.99219760000005,-5.2948694000000005,192.1980787,2.3303607000000004,-2.3303607000000004,16.183,0.33399999999999996,-0.33399999999999996,13.634,0.044000000000000004,-0.044000000000000004,16.4718,0.039434,-0.039434
3,1,4640.0,70.0,-70.0,0.0,4.69,0.0,12.3,0.35,-0.34,0.0,1.09,0.031,-0.03,0.0,4602.90201,0.0,14.48228,0.0,0.4,0.0,54.1,9.5,-9.5,0.0,703.0,0.0,0,5620.0,70.0,-70.0,0.0,0.98,0.08,-0.08,0.0,0.48,0.01,-0.01,0.0,0.12,0.07,-0.07,0.0,2.52,0.08,-0.08,0.0,191.0843668,-8.6714143,171.701,2.5225,-2.5225,10.5,0.03,-0.03,11.122,0.023,-0.023,10.6098,0.005828,-0.005828
1,1,734.0,8.1,-8.1,0.0,2.0380000000000003,0.0,12.7,0.35,-0.34,0.0,1.14,0.031,-0.03,0.0,2002.329,0.0,6.3,0.0,0.18,0.0,54.1,9.5,-9.5,0.0,703.0,0.0,0,5620.0,70.0,-70.0,0.0,0.98,0.08,-0.08,0.0,2.1,0.05,-0.05,0.0,0.12,0.07,-0.07,0.0,2.52,0.08,-0.08,0.0,261.2086139,-49.9489317,859.324,31.989,-31.989,10.909,0.016,-0.016,8.054,0.018000000000000002,-0.018000000000000002,10.5336,0.000302,-0.000302
1,1,19.3044,0.0012,-0.0012,0.0,0.13699999999999998,0.0,3.84,0.35,-0.34,0.0,0.343,0.031,-0.03,0.0,27.0,0.0,0.08495,0.0,0.31,0.0,54.1,9.5,-9.5,0.0,703.0,0.0,0,5620.0,70.0,-70.0,0.0,0.98,0.08,-0.08,0.0,0.92,0.05,-0.05,0.0,-0.07,0.07,-0.07,0.0,4.5,0.08,-0.08,0.0,172.1216476,1.6906217,272.36,3.112,-3.0439999999999996,12.429,0.069,-0.069,10.645,0.021,-0.021,12.2156,0.00024,-0.00024
1,1,1.6738330000000001,4.9e-05,-5e-05,0.0,0.0296,0.0,3.59,0.14,-0.14,0.0,0.32,0.012,-0.012,0.0,12.6,0.0,0.0396,0.0,0.0,0.0,990.0,260.0,-120.0,0.0,1748.0,0.0,0,6168.0,62.0,-62.0,0.0,1.22,0.02,-0.02,0.0,1.23,0.02,-0.02,0.0,0.26,0.05,-0.05,0.0,4.35,0.01,-0.01,0.0,129.6010863,20.1060074,188.959,2.471,-2.41,10.651,0.012,-0.012,9.182,0.018000000000000002,-0.018000000000000002,10.4053,0.000406,-0.000406
1,1,14.677285999999999,0.000828,-0.0008039999999999999,0.0,0.023,0.0,2.0,0.1,-0.1,0.0,0.17800000000000002,0.009000000000000001,-0.009000000000000001,0.0,4.66,0.0,0.0147,0.0,0.1,0.0,62.1,16.0,-13.8,0.0,814.0,0.0,0,4819.0,45.0,-45.0,0.0,0.73,0.03,-0.03,0.0,0.8,0.06,-0.06,0.0,0.14,0.04,-0.04,0.0,4.51,0.09,-0.09,0.0,130.3439097,18.9338205,188.33,2.128,-2.082,12.892000000000001,0.114,-0.114,10.536,0.019,-0.019,12.6619,0.00047,-0.00047
1,1,9.915614999999999,0.001209,-0.0011949999999999999,0.0,0.023,0.0,1.3,0.1,-0.1,0.0,0.116,0.009000000000000001,-0.009000000000000001,0.0,2.24,0.0,0.00705,0.0,0.1,0.0,62.1,16.0,-13.8,0.0,814.0,0.0,0,4695.0,50.0,-50.0,0.0,0.71,0.03,-0.03,0.0,0.77,0.06,-0.06,0.0,0.14,0.04,-0.04,0.0,4.53,0.11,-0.08,0.0,130.0558953,19.7787519,188.175,2.065,-2.022,13.083,0.10300000000000001,-0.10300000000000001,10.64,0.02,-0.02,12.8466,0.000602,-0.000602
1,1,1.9742380000000002,0.00011,-0.00011,0.0,0.023,0.0,1.96,0.15,-0.15,0.0,0.175,0.013,-0.013,0.0,4.5,0.0,0.0142,0.0,0.09,0.0,62.1,16.0,-13.8,0.0,814.0,0.0,0,3546.46,98.71,-94.56,0.0,0.49,0.03,-0.03,0.0,0.43,0.06,-0.07,0.0,0.14,0.04,-0.04,0.0,4.74,0.01,-0.01,0.0,129.6366594,19.7737202,189.28900000000002,3.9960000000000004,-3.8369999999999997,15.989,0.20600000000000002,-0.20600000000000002,12.014000000000001,0.021,-0.021,15.3955,0.000606,-0.000606
1,1,8.267704,0.00035,-0.00031800000000000003,0.0,0.0796,0.0,3.37,0.12,-0.12,0.0,0.301,0.011,-0.011,0.0,30.0,0.0,0.09439,0.0,0.0,0.0,762.0,100.0,-100.0,0.0,814.0,0.0,0,5464.0,65.0,-65.0,0.0,0.91,0.01,-0.01,0.0,0.99,0.03,-0.03,0.0,0.25,0.05,-0.05,0.0,4.51,0.02,-0.02,0.0,125.42029850000002,13.4975122,197.989,1.555,-1.53,11.752,0.032,-0.032,10.091000000000001,0.019,-0.019,11.7124,0.000308,-0.000308
1,1,3.3139589999999997,2.4e-05,-2.4e-05,0.0,0.0475,0.0,15.98,0.55,-0.55,0.0,1.426,0.049,-0.049,0.0,266.9772,0.0,0.84,0.0,0.0,0.0,762.0,100.0,-100.0,0.0,1649.0,0.0,0,6061.0,96.0,-96.0,0.0,1.81,0.06,-0.06,0.0,1.3,0.05,-0.05,0.0,0.14,0.06,-0.06,0.0,4.04,0.03,-0.03,0.0,284.985355,-22.2934206,685.2,20.502,-19.364,13.012,0.10300000000000001,-0.10300000000000001,11.21,0.021,-0.021,12.7669,0.000338,-0.000338
1,1,4.733999,0.000221,-0.000227,0.0,0.0581,0.0,5.33,0.21,-0.21,0.0,0.476,0.019,-0.019,0.0,59.4,0.0,0.18689,0.0,0.18,0.0,762.0,100.0,-100.0,0.0,1360.0,0.0,0,5599.0,87.0,-87.0,0.0,1.76,0.04,-0.04,0.0,1.17,0.06,-0.06,0.0,0.36,0.05,-0.05,0.0,4.02,0.03,-0.03,0.0,123.38184840000002,16.419516,477.295,10.094,-9.692,12.339,0.092,-0.092,10.561,0.017,-0.017,12.1704,0.000201,-0.000201
1,1,39.937670000000004,0.23229,-0.23229,0.0,0.2257,0.0,7.55,9.33,-9.33,0.0,0.674,0.8320000000000001,-0.8320000000000001,0.0,44.4,0.0,0.14,0.0,0.079,0.0,9.84,0.73,-0.73,0.0,734.0,0.0,0,5433.0,49.0,-144.0,0.0,5.15,0.2,-4.39,0.0,1.35,0.04,-0.56,0.0,-0.12,0.01,-0.17,0.0,4.56,0.02,-0.02,0.0,169.0418328,1.9866832,329.309,2.682,-2.641,13.409,0.10300000000000001,-0.10300000000000001,11.347000000000001,0.022000000000000002,-0.022000000000000002,13.1501,0.000279,-0.000279
1,1,13.86387,0.000325,-0.00032900000000000003,0.0,0.1027,0.0,2.56,0.07,-0.07,0.0,0.228,0.006,-0.006,0.0,16.7,0.0,0.05254,0.0,0.079,0.0,78.6,12.2,-10.5,0.0,575.0,0.0,0,4950.0,58.0,-58.0,0.0,0.71,0.01,-0.01,0.0,0.75,0.02,-0.02,0.0,-0.21,0.05,-0.05,0.0,4.61,0.02,-0.02,0.0,207.3497402,-12.284918199999998,116.47399999999999,0.431,-0.42700000000000005,11.985,0.046,-0.046,9.607000000000001,0.024,-0.024,11.6627,0.00024,-0.00024
1,2,5.3518,0.0004,-0.0004,0.0,0.057,0.0,1.82,0.11,-0.09,0.0,0.162,0.01,-0.008,0.0,5.29,0.0,0.016640000000000002,0.0,0.13,0.0,78.6,12.2,-10.5,0.0,1309.0,0.0,0,5775.0,60.0,-60.0,0.0,1.25,0.02,-0.02,0.0,0.84,0.02,-0.02,0.0,-0.46,0.05,-0.05,0.0,4.25,0.15,-0.15,0.0,59.8903081,21.2985263,200.394,2.763,-2.69,11.13,0.034,-0.034,9.377,0.021,-0.021,10.9294,0.000621,-0.000621
1,2,15.6785,0.0064,-0.0063,0.0,0.1166,0.0,3.37,0.35,-0.35,0.0,0.301,0.031,-0.031,0.0,11.3,0.0,0.03555,0.0,0.07,0.0,78.6,12.2,-10.5,0.0,1098.0,0.0,0,5775.0,60.0,-60.0,0.0,1.25,0.02,-0.02,0.0,0.84,0.02,-0.02,0.0,-0.46,0.05,-0.05,0.0,4.25,0.15,-0.15,0.0,59.8903081,21.2985263,200.394,2.763,-2.69,11.13,0.034,-0.034,9.377,0.021,-0.021,10.9294,0.000621,-0.000621
1,1,5.817685,4.1e-05,-4.1e-05,0.0,0.0642,0.0,12.14,0.35,-0.35,0.0,1.083,0.031,-0.031,0.0,410.0007,0.0,1.29,0.0,0.0,0.0,78.6,12.2,-10.5,0.0,1098.0,0.0,0,5660.0,87.0,-87.0,0.0,1.24,0.03,-0.03,0.0,1.04,0.04,-0.04,0.0,0.27,0.06,-0.06,0.0,4.27,0.03,-0.03,0.0,19.4493823,6.8688468999999985,635.722,13.43,-13.43,13.744000000000002,0.092,-0.092,11.949000000000002,0.021,-0.021,13.5039,0.000312,-0.000312
1,1,11.391013000000001,0.00022400000000000002,-0.000225,0.0,0.0954,0.0,10.67,0.36,-0.36,0.0,0.952,0.032,-0.032,0.0,587.9855,0.0,1.85,0.0,0.0,0.0,78.6,12.2,-10.5,0.0,661.0,0.0,0,5044.0,68.0,-68.0,0.0,0.84,0.02,-0.02,0.0,0.89,0.03,-0.03,0.0,0.39,0.05,-0.05,0.0,4.54,0.03,-0.03,0.0,127.882912,11.922255,475.75800000000004,8.252,-7.98,14.55,0.217,-0.217,12.304,0.028999999999999998,-0.028999999999999998,14.2751,0.000301,-0.000301
1,1,20.272615,0.000356,-0.000343,0.0,0.14300000000000002,0.0,12.06,0.22,-0.22,0.0,1.0759999999999998,0.02,-0.02,0.0,266.9772,0.0,0.84,0.0,0.13699999999999998,0.0,78.6,12.2,-10.5,0.0,619.0,0.0,0,5657.0,60.0,-60.0,0.0,0.88,0.01,-0.01,0.0,0.95,0.02,-0.02,0.0,-0.1,0.05,-0.05,0.0,4.53,0.02,-0.02,0.0,126.55350020000002,12.281851,413.591,4.312,-4.225,13.444,0.114,-0.114,11.724,0.018000000000000002,-0.018000000000000002,13.2,0.000252,-0.000252
1,1,4.655411,0.00048600000000000005,-0.00047300000000000006,0.0,0.048,0.0,0.69,0.04,-0.04,0.0,0.062,0.004,-0.004,0.0,0.257,0.0,0.00081,0.0,0.06,0.0,78.6,12.2,-10.5,0.0,868.0,0.0,0,4348.35,86.1,-87.78,0.0,0.67,0.03,-0.03,0.0,0.69,0.07,-0.07,0.0,0.01,0.08,-0.08,0.0,4.64,0.1,-0.1,0.0,336.1523363,-11.5793181,49.3855,0.1247,-0.124,10.8,0.03,-0.03,7.875,0.027000000000000003,-0.027000000000000003,10.3281,0.001047,-0.001047
1,2,1.2916,4.9e-05,-5.1e-05,0.0,0.0189,0.0,2.03,0.1,-0.1,0.0,0.181,0.009000000000000001,-0.009000000000000001,0.0,4.78,0.0,0.015,0.0,0.06,0.0,145.8,21.5,-18.9,0.0,868.0,0.0,0,3778.0,53.0,-53.0,0.0,0.51,0.01,-0.01,0.0,0.54,0.01,-0.01,0.0,-0.05,0.13,-0.13,0.0,4.75,0.01,-0.01,0.0,133.8557342,10.4692176,101.632,0.374,-0.37200000000000005,14.639000000000001,0.149,-0.149,10.589,0.025,-0.025,13.8012,0.000243,-0.000243
1,2,5.444017,0.000462,-0.000455,0.0,0.0492,0.0,2.06,0.12,-0.12,0.0,0.184,0.011,-0.011,0.0,4.9,0.0,0.0154,0.0,0.15,0.0,21.4,3.2,-2.8,0.0,537.0,0.0,0,3778.0,53.0,-53.0,0.0,0.51,0.01,-0.01,0.0,0.54,0.01,-0.01,0.0,-0.05,0.13,-0.13,0.0,4.75,0.01,-0.01,0.0,133.8557342,10.4692176,101.632,0.374,-0.37200000000000005,14.639000000000001,0.149,-0.149,10.589,0.025,-0.025,13.8012,0.000243,-0.000243
