,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
1995,4098.0,48.16,-51.9,0.0,0.61,0.02,-0.03,0.0,0.63,0.02,-0.03,0.0,0.02,0.11,-0.107,0.0,4.67,0.02,-0.02,0.0
1996,5078.0,47.05,-46.72,0.0,0.74,0.02,-0.02,0.0,0.81,0.03,-0.03,0.0,-0.14,0.09,-0.095,0.0,4.61,0.01,-0.01,0.0
1997,5594.0,100.0,-100.0,0.0,1.3,0.25,-0.25,0.0,1.05,0.04,-0.04,0.0,0.28,0.063,-0.065,0.0,4.25,0.15,-0.15,0.0
1998,5594.0,100.0,-100.0,0.0,1.3,0.25,-0.25,0.0,1.05,0.04,-0.04,0.0,0.28,0.063,-0.065,0.0,4.25,0.15,-0.15,0.0
1999,5753.0,141.59,-169.25,0.0,0.98,0.2,-0.1,0.0,0.98,0.07,-0.07,0.0,-0.01,0.13699999999999998,-0.18600000000000005,0.0,4.45,0.07,-0.15,0.0
2000,5840.0,90.4,-77.55,0.0,1.1,0.17,-0.11,0.0,1.03,0.05,-0.04,0.0,0.04,0.095,-0.092,0.0,4.36,0.1,-0.11,0.0
2001,5479.0,80.63,-80.97,0.0,0.85,0.09,-0.07,0.0,0.88,0.05,-0.06,0.0,-0.11,0.159,-0.177,0.0,4.53,0.05,-0.1,0.0
2002,5697.0,65.18,-56.74,0.0,0.92,0.05,-0.04,0.0,0.95,0.04,-0.05,0.0,-0.09,0.113,-0.125,0.0,4.5,0.03,-0.05,0.0
2003,6481.0,65.36,-62.24,0.0,2.55,0.35,-0.39,0.0,1.64,0.09,-0.12,0.0,0.06,0.08199999999999999,-0.049,0.0,3.84,0.11,-0.09,0.0
2004,6138.0,66.83,-60.63,0.0,1.23,0.12,-0.08,0.0,1.17,0.04,-0.03,0.0,0.12,0.073,-0.068,0.0,4.33,0.06,-0.07,0.0
2005,6195.0,181.71,-189.71,0.0,1.27,0.46,-0.18,0.0,1.18,0.17,-0.1,0.0,0.04,0.127,-0.153,0.0,4.3,0.1,-0.22,0.0
2006,6026.0,97.07,-95.81,0.0,1.12,0.11,-0.08,0.0,1.09,0.04,-0.05,0.0,0.0,0.078,-0.083,0.0,4.37,0.06,-0.08,0.0
2007,6126.0,115.41,-125.42,0.0,1.18,0.37,-0.14,0.0,1.13,0.12,-0.08,0.0,0.01,0.136,-0.172,0.0,4.34,0.09,-0.19,0.0
2008,6126.0,115.41,-125.42,0.0,1.18,0.37,-0.14,0.0,1.13,0.12,-0.08,0.0,0.01,0.136,-0.172,0.0,4.34,0.09,-0.19,0.0
2009,5735.0,112.36,-112.34,0.0,0.96,0.16,-0.08,0.0,0.97,0.06,-0.06,0.0,-0.03,0.134,-0.17300000000000001,0.0,4.47,0.06,-0.13,0.0
2010,6395.0,60.0,-60.0,0.0,2.05,0.11,-0.08,0.0,1.51,0.04,-0.04,0.0,0.12,0.06,-0.06,0.0,3.99,0.03,-0.04,0.0
2011,6077.0,136.0,-136.0,0.0,1.29,0.24,-0.24,0.0,1.15,0.03,-0.03,0.0,-0.039,0.013999999999999999,-0.013999999999999999,0.0,4.27,0.15,-0.15,0.0
2012,6077.0,136.0,-136.0,0.0,1.29,0.24,-0.24,0.0,1.15,0.03,-0.03,0.0,-0.039,0.013999999999999999,-0.013999999999999999,0.0,4.27,0.15,-0.15,0.0
2013,5044.0,43.82,-45.77,0.0,0.78,0.04,-0.03,0.0,0.83,0.03,-0.04,0.0,0.04,0.147,-0.14300000000000002,0.0,4.58,0.02,-0.05,0.0
2014,5964.0,104.96,-124.67,0.0,1.1,0.23,-0.12,0.0,1.07,0.07,-0.06,0.0,0.04,0.14400000000000002,-0.158,0.0,4.39,0.08,-0.16,0.0
2015,5416.0,64.99,-74.47,0.0,0.87,0.08,-0.05,0.0,0.9,0.04,-0.04,0.0,0.03,0.142,-0.153,0.0,4.53,0.04,-0.09,0.0
2016,6060.0,144.25,-145.9,0.0,1.15,0.29,-0.13,0.0,1.11,0.1,-0.07,0.0,0.03,0.13699999999999998,-0.163,0.0,4.36,0.09,-0.16,0.0
2017,5261.0,99.17,-104.59,0.0,0.8,0.05,-0.05,0.0,0.84,0.05,-0.05,0.0,-0.09,0.161,-0.187,0.0,4.56,0.04,-0.07,0.0
2018,5925.0,156.83,-211.16,0.0,1.07,0.23,-0.12,0.0,1.05,0.08,-0.08,0.0,0.03,0.139,-0.146,0.0,4.4,0.08,-0.16,0.0
2019,5892.0,61.02,-55.69,0.0,1.12,0.18,-0.11,0.0,1.05,0.04,-0.04,0.0,0.04,0.095,-0.083,0.0,4.36,0.09,-0.11,0.0
2020,6010.0,158.66,-154.68,0.0,1.15,0.27,-0.14,0.0,1.1,0.1,-0.08,0.0,0.05,0.142,-0.142,0.0,4.36,0.09,-0.16,0.0
2021,6170.0,99.15,-2360.24,0.0,1.35,104.53,-0.23,0.0,1.21,1.0,-0.1,0.0,0.0,0.147,-0.21899999999999997,0.0,4.25,0.14,-3.51,0.0
2022,5160.0,76.61,-73.84,0.0,0.79,0.04,-0.04,0.0,0.83,0.04,-0.04,0.0,-0.03,0.147,-0.155,0.0,4.57,0.03,-0.06,0.0
2023,4910.0,100.0,-100.0,0.0,0.79,0.04,-0.04,0.0,1.0,0.02,-0.02,0.0,0.264,0.031,-0.031,0.0,4.57,0.15,-0.15,0.0
2024,4910.0,100.0,-100.0,0.0,0.79,0.04,-0.04,0.0,1.0,0.02,-0.02,0.0,0.264,0.031,-0.031,0.0,4.57,0.15,-0.15,0.0
2025,4092.0,100.24,-77.85,0.0,0.6,0.03,-0.04,0.0,0.63,0.04,-0.04,0.0,0.01,0.152,-0.152,0.0,4.67,0.03,-0.02,0.0
2026,5664.0,67.78,-68.48,0.0,0.92,0.13,-0.07,0.0,0.95,0.05,-0.06,0.0,-0.04,0.14400000000000002,-0.19899999999999998,0.0,4.49,0.05,-0.12,0.0
2027,5880.0,80.65,-68.91,0.0,1.27,0.23,-0.18,0.0,1.06,0.05,-0.04,0.0,0.04,0.086,-0.08900000000000001,0.0,4.25,0.13,-0.13,0.0
2028,5196.0,117.54,-117.21,0.0,0.8,0.05,-0.05,0.0,0.84,0.04,-0.05,0.0,-0.05,0.16699999999999998,-0.17,0.0,4.57,0.03,-0.06,0.0
2029,4951.0,74.11,-76.49,0.0,0.75,0.03,-0.04,0.0,0.8,0.04,-0.04,0.0,-0.02,0.154,-0.166,0.0,4.59,0.02,-0.04,0.0
2030,5267.0,55.51,-59.06,0.0,0.84,0.06,-0.04,0.0,0.89,0.04,-0.04,0.0,0.12,0.145,-0.14800000000000002,0.0,4.54,0.03,-0.07,0.0
2031,6019.0,321.69,-283.99,0.0,1.15,0.43,-0.18,0.0,1.09,0.2,-0.11,0.0,0.03,0.132,-0.155,0.0,4.35,0.12,-0.21,0.0
2032,5839.0,93.84,-137.75,0.0,1.02,0.2,-0.09,0.0,1.02,0.06,-0.06,0.0,0.02,0.154,-0.162,0.0,4.43,0.07,-0.15,0.0
2033,4770.0,59.97,-63.35,0.0,0.72,0.02,-0.03,0.0,0.77,0.03,-0.04,0.0,0.0,0.15,-0.16699999999999998,0.0,4.61,0.02,-0.03,0.0
2034,5796.0,113.94,-157.22,0.0,1.01,0.23,-0.1,0.0,1.01,0.06,-0.07,0.0,0.04,0.139,-0.17,0.0,4.43,0.07,-0.16,0.0
2035,5790.0,100.0,-100.0,0.0,1.27,0.24,-0.24,0.0,0.99,0.04,-0.04,0.0,0.08,0.091,-0.078,0.0,4.26,0.15,-0.15,0.0
2036,5790.0,100.0,-100.0,0.0,1.27,0.24,-0.24,0.0,0.99,0.04,-0.04,0.0,0.08,0.091,-0.078,0.0,4.26,0.15,-0.15,0.0
2037,5790.0,100.0,-100.0,0.0,1.27,0.24,-0.24,0.0,0.99,0.04,-0.04,0.0,0.08,0.091,-0.078,0.0,4.26,0.15,-0.15,0.0
2038,5187.0,207.12,-171.94,0.0,0.79,0.07,-0.06,0.0,0.82,0.06,-0.06,0.0,-0.1,0.16699999999999998,-0.19399999999999998,0.0,4.57,0.04,-0.06,0.0
2039,6335.0,73.18,-69.44,0.0,1.42,0.29,-0.16,0.0,1.25,0.09,-0.06,0.0,0.05,0.09300000000000001,-0.094,0.0,4.23,0.09,-0.13,0.0
2040,6194.0,143.17,-121.64,0.0,1.23,0.24,-0.15,0.0,1.15,0.09,-0.08,0.0,0.0,0.136,-0.165,0.0,4.32,0.09,-0.13,0.0
2041,4939.0,85.32,-84.66,0.0,0.75,0.03,-0.04,0.0,0.79,0.04,-0.04,0.0,-0.02,0.14400000000000002,-0.171,0.0,4.59,0.02,-0.04,0.0
2042,5838.0,94.69,-90.41,0.0,1.07,0.14,-0.09,0.0,1.02,0.05,-0.04,0.0,0.01,0.085,-0.09,0.0,4.39,0.08,-0.1,0.0
2043,5718.0,170.34,-173.56,0.0,0.95,0.16,-0.09,0.0,0.97,0.07,-0.07,0.0,-0.03,0.142,-0.18100000000000002,0.0,4.47,0.07,-0.13,0.0
2044,5831.0,81.81,-107.42,0.0,1.02,0.21,-0.09,0.0,1.02,0.06,-0.06,0.0,0.03,0.139,-0.16699999999999998,0.0,4.43,0.07,-0.16,0.0
2045,5793.0,120.55,-179.64,0.0,1.01,0.2,-0.1,0.0,1.01,0.07,-0.07,0.0,0.06,0.139,-0.157,0.0,4.44,0.07,-0.15,0.0
2046,6184.0,53.72,-58.83,0.0,1.36,0.1,-0.08,0.0,1.28,0.03,-0.03,0.0,0.35,0.054000000000000006,-0.054000000000000006,0.0,4.28,0.05,-0.05,0.0
2047,5902.0,68.85,-77.0,0.0,1.07,0.28,-0.1,0.0,1.05,0.06,-0.06,0.0,0.04,0.135,-0.166,0.0,4.4,0.08,-0.18,0.0
2048,5848.0,168.0,-168.0,0.0,1.36,0.32,-0.32,0.0,1.06,0.06,-0.05,0.0,-0.073,0.07,-0.07,0.0,4.2,0.17,-0.17,0.0
2049,5848.0,168.0,-168.0,0.0,1.36,0.32,-0.32,0.0,1.06,0.06,-0.05,0.0,-0.073,0.07,-0.07,0.0,4.2,0.17,-0.17,0.0
2050,4796.0,46.68,-59.94,0.0,0.72,0.02,-0.04,0.0,0.77,0.04,-0.05,0.0,-0.03,0.201,-0.17800000000000002,0.0,4.62,0.02,-0.02,0.0
2051,5806.0,77.08,-100.35,0.0,1.03,0.29,-0.1,0.0,1.03,0.06,-0.05,0.0,0.07,0.139,-0.141,0.0,4.42,0.07,-0.2,0.0
2052,6031.0,121.96,-137.46,0.0,1.13,0.29,-0.13,0.0,1.09,0.09,-0.07,0.0,0.02,0.134,-0.15,0.0,4.37,0.09,-0.17,0.0
2053,6097.0,97.58,-116.39,0.0,1.19,0.33,-0.13,0.0,1.14,0.11,-0.07,0.0,0.07,0.14,-0.138,0.0,4.34,0.08,-0.17,0.0
2054,6291.0,88.58,-88.27,0.0,2.04,0.37,-0.34,0.0,1.47,0.13,-0.12,0.0,0.19,0.091,-0.094,0.0,3.98,0.12,-0.11,0.0
2055,6356.0,74.81,-65.48,0.0,1.32,0.18,-0.11,0.0,1.21,0.06,-0.06,0.0,-0.03,0.08800000000000001,-0.09699999999999999,0.0,4.28,0.07,-0.09,0.0
2056,5972.0,141.9,-172.48,0.0,1.09,0.29,-0.14,0.0,1.06,0.08,-0.08,0.0,-0.01,0.132,-0.179,0.0,4.39,0.09,-0.18,0.0
2057,5557.0,78.69,-80.38,0.0,0.9,0.11,-0.06,0.0,0.93,0.04,-0.05,0.0,-0.02,0.142,-0.16699999999999998,0.0,4.51,0.04,-0.11,0.0
2058,5530.0,56.64,-67.02,0.0,0.96,0.19,-0.07,0.0,0.97,0.05,-0.05,0.0,0.2,0.134,-0.175,0.0,4.46,0.07,-0.16,0.0
2059,3578.0,54.92,-51.71,0.0,0.43,0.04,-0.05,0.0,0.46,0.04,-0.06,0.0,-0.03,0.11199999999999999,-0.126,0.0,4.83,0.05,-0.04,0.0
2060,6075.0,131.0,-131.0,0.0,1.24,0.24,-0.24,0.0,1.15,0.02,-0.02,0.0,-0.185,0.013000000000000001,-0.013000000000000001,0.0,4.29,0.15,-0.15,0.0
2061,6075.0,131.0,-131.0,0.0,1.24,0.24,-0.24,0.0,1.15,0.02,-0.02,0.0,-0.185,0.013000000000000001,-0.013000000000000001,0.0,4.29,0.15,-0.15,0.0
2062,5698.0,66.72,-68.65,0.0,0.96,0.17,-0.07,0.0,0.98,0.04,-0.05,0.0,0.04,0.13699999999999998,-0.171,0.0,4.46,0.06,-0.14,0.0
2063,5802.0,122.74,-150.6,0.0,1.0,0.16,-0.09,0.0,1.0,0.06,-0.06,0.0,0.01,0.145,-0.166,0.0,4.45,0.07,-0.13,0.0
2064,6394.0,77.0,-77.61,0.0,1.44,0.13,-0.1,0.0,1.34,0.05,-0.05,0.0,0.26,0.075,-0.084,0.0,4.25,0.05,-0.06,0.0
2065,6289.0,83.36,-68.31,0.0,1.27,0.12,-0.09,0.0,1.19,0.05,-0.05,0.0,0.0,0.077,-0.08,0.0,4.3,0.06,-0.07,0.0
2066,5810.0,85.52,-70.49,0.0,1.05,0.12,-0.08,0.0,1.03,0.04,-0.04,0.0,0.06,0.1,-0.087,0.0,4.4,0.07,-0.09,0.0
2067,6150.0,71.3,-60.88,0.0,1.26,0.26,-0.15,0.0,1.13,0.07,-0.06,0.0,-0.03,0.084,-0.111,0.0,4.28,0.11,-0.13,0.0
2068,4865.0,43.69,-52.46,0.0,0.75,0.01,-0.01,0.0,0.81,0.02,-0.02,0.0,0.11,0.102,-0.09699999999999999,0.0,4.6,0.01,-0.01,0.0
2069,5722.0,108.69,-88.46,0.0,0.95,0.16,-0.07,0.0,0.97,0.05,-0.06,0.0,-0.03,0.13,-0.183,0.0,4.47,0.06,-0.13,0.0
2070,5774.0,89.88,-66.69,0.0,0.93,0.12,-0.08,0.0,0.95,0.06,-0.07,0.0,-0.16,0.17600000000000002,-0.21,0.0,4.49,0.05,-0.1,0.0
2071,5979.0,98.77,-97.37,0.0,1.1,0.23,-0.11,0.0,1.08,0.07,-0.06,0.0,0.04,0.14300000000000002,-0.16899999999999998,0.0,4.39,0.08,-0.15,0.0
2072,6022.0,54.0,-54.0,0.0,1.85,0.05,-0.05,0.0,1.32,0.1,-0.1,0.0,-0.001,0.013000000000000001,-0.013000000000000001,0.0,4.02,0.01,-0.01,0.0
2073,6022.0,54.0,-54.0,0.0,1.85,0.05,-0.05,0.0,1.32,0.1,-0.1,0.0,-0.001,0.013000000000000001,-0.013000000000000001,0.0,4.02,0.01,-0.01,0.0
2074,4524.0,104.75,-94.04,0.0,0.68,0.03,-0.04,0.0,0.71,0.03,-0.04,0.0,-0.02,0.146,-0.147,0.0,4.63,0.02,-0.03,0.0
2075,5782.0,133.65,-186.17,0.0,0.99,0.18,-0.1,0.0,1.0,0.07,-0.07,0.0,0.01,0.135,-0.16399999999999998,0.0,4.45,0.07,-0.14,0.0
2076,6101.0,90.21,-112.92,0.0,2.06,0.28,-0.26,0.0,1.41,0.11,-0.14,0.0,0.14,0.081,-0.09300000000000001,0.0,3.95,0.08,-0.07,0.0
2077,5665.0,68.09,-70.11,0.0,0.94,0.15,-0.07,0.0,0.97,0.04,-0.05,0.0,0.01,0.126,-0.16399999999999998,0.0,4.48,0.05,-0.13,0.0
2078,5448.0,59.86,-64.34,0.0,0.86,0.08,-0.05,0.0,0.9,0.04,-0.05,0.0,-0.02,0.147,-0.16899999999999998,0.0,4.53,0.04,-0.09,0.0
2079,4075.0,61.23,-57.4,0.0,0.6,0.03,-0.04,0.0,0.62,0.03,-0.04,0.0,-0.02,0.134,-0.16699999999999998,0.0,4.68,0.03,-0.02,0.0
2080,4231.0,68.4,-85.61,0.0,0.62,0.04,-0.07,0.0,0.64,0.05,-0.08,0.0,-0.09,0.212,-0.336,0.0,4.67,0.05,-0.02,0.0
2081,5866.0,137.28,-119.79,0.0,1.01,0.15,-0.1,0.0,1.01,0.07,-0.07,0.0,-0.05,0.154,-0.18899999999999997,0.0,4.43,0.07,-0.12,0.0
2082,5653.0,119.66,-136.13,0.0,0.94,0.14,-0.07,0.0,0.96,0.05,-0.05,0.0,0.02,0.131,-0.161,0.0,4.48,0.06,-0.13,0.0
2083,4828.0,42.43,-40.76,0.0,0.74,0.02,-0.03,0.0,0.78,0.03,-0.04,0.0,0.01,0.15,-0.161,0.0,4.61,0.02,-0.04,0.0
2084,5948.0,100.0,-100.0,0.0,1.21,0.23,-0.23,0.0,1.1,0.05,-0.04,0.0,-0.026000000000000002,0.033,-0.033,0.0,4.31,0.15,-0.15,0.0
2085,5948.0,100.0,-100.0,0.0,1.21,0.23,-0.23,0.0,1.1,0.05,-0.04,0.0,-0.026000000000000002,0.033,-0.033,0.0,4.31,0.15,-0.15,0.0
2086,4422.0,43.62,-45.02,0.0,0.67,0.02,-0.04,0.0,0.7,0.03,-0.05,0.0,-0.02,0.18,-0.172,0.0,4.64,0.02,-0.03,0.0
2087,4919.0,49.81,-58.16,0.0,0.74,0.03,-0.04,0.0,0.79,0.04,-0.05,0.0,-0.04,0.174,-0.174,0.0,4.6,0.02,-0.04,0.0
2088,5756.0,144.59,-206.5,0.0,1.0,0.21,-0.1,0.0,1.0,0.07,-0.07,0.0,0.06,0.146,-0.142,0.0,4.45,0.07,-0.16,0.0
2089,5679.0,93.91,-125.8,0.0,0.95,0.16,-0.08,0.0,0.96,0.05,-0.06,0.0,0.0,0.147,-0.191,0.0,4.47,0.06,-0.14,0.0
2090,5828.0,112.18,-169.63,0.0,1.01,0.17,-0.09,0.0,1.02,0.06,-0.06,0.0,0.03,0.147,-0.162,0.0,4.44,0.07,-0.13,0.0
2091,5828.0,112.18,-169.63,0.0,1.01,0.17,-0.09,0.0,1.02,0.06,-0.06,0.0,0.03,0.147,-0.162,0.0,4.44,0.07,-0.13,0.0
2092,4726.0,60.73,-75.37,0.0,0.71,0.03,-0.04,0.0,0.75,0.04,-0.05,0.0,-0.06,0.174,-0.175,0.0,4.62,0.02,-0.03,0.0
2093,5884.0,144.58,-128.07,0.0,1.02,0.17,-0.1,0.0,1.01,0.07,-0.07,0.0,-0.07,0.149,-0.196,0.0,4.43,0.07,-0.14,0.0
2094,5332.0,179.19,-173.73,0.0,0.82,0.07,-0.06,0.0,0.86,0.06,-0.06,0.0,-0.07,0.159,-0.187,0.0,4.55,0.04,-0.07,0.0
2095,5893.0,162.9,-197.95,0.0,1.05,0.18,-0.11,0.0,1.04,0.08,-0.07,0.0,0.03,0.14,-0.16399999999999998,0.0,4.42,0.07,-0.13,0.0
2096,5893.0,162.9,-197.95,0.0,1.05,0.18,-0.11,0.0,1.04,0.08,-0.07,0.0,0.03,0.14,-0.16399999999999998,0.0,4.42,0.07,-0.13,0.0
2097,5507.0,128.4,-170.81,0.0,0.89,0.12,-0.06,0.0,0.92,0.05,-0.05,0.0,0.02,0.14,-0.171,0.0,4.51,0.05,-0.11,0.0
2098,6012.0,100.0,-100.0,0.0,1.47,0.29,-0.29,0.0,1.14,0.08,-0.06,0.0,0.07,0.091,-0.078,0.0,4.18,0.15,-0.15,0.0
2099,6012.0,100.0,-100.0,0.0,1.47,0.29,-0.29,0.0,1.14,0.08,-0.06,0.0,0.07,0.091,-0.078,0.0,4.18,0.15,-0.15,0.0
2100,4961.0,84.41,-94.64,0.0,0.76,0.03,-0.04,0.0,0.8,0.04,-0.04,0.0,-0.01,0.14400000000000002,-0.16,0.0,4.59,0.02,-0.04,0.0
2101,5660.0,86.53,-104.98,0.0,0.93,0.14,-0.07,0.0,0.95,0.05,-0.06,0.0,-0.03,0.14300000000000002,-0.188,0.0,4.48,0.06,-0.12,0.0
2102,6159.0,92.7,-114.64,0.0,1.25,0.5,-0.18,0.0,1.16,0.16,-0.09,0.0,0.03,0.129,-0.147,0.0,4.31,0.11,-0.23,0.0
2103,6046.0,77.17,-64.08,0.0,1.09,0.08,-0.06,0.0,1.09,0.04,-0.04,0.0,-0.01,0.092,-0.09699999999999999,0.0,4.4,0.04,-0.06,0.0
2104,5870.0,115.73,-173.32,0.0,1.04,0.2,-0.11,0.0,1.04,0.07,-0.07,0.0,0.04,0.147,-0.16399999999999998,0.0,4.42,0.07,-0.14,0.0
2105,6214.0,192.71,-203.22,0.0,1.28,0.43,-0.19,0.0,1.18,0.15,-0.11,0.0,0.03,0.129,-0.163,0.0,4.29,0.11,-0.2,0.0
2106,5663.0,68.09,-77.19,0.0,0.96,0.2,-0.07,0.0,0.98,0.04,-0.05,0.0,0.06,0.138,-0.155,0.0,4.47,0.06,-0.17,0.0
2107,5100.0,78.06,-73.51,0.0,0.78,0.04,-0.04,0.0,0.81,0.04,-0.04,0.0,-0.06,0.158,-0.166,0.0,4.58,0.03,-0.05,0.0
2108,5904.0,102.51,-137.72,0.0,1.06,0.28,-0.11,0.0,1.04,0.07,-0.07,0.0,0.03,0.136,-0.17800000000000002,0.0,4.41,0.08,-0.18,0.0
2109,5796.0,74.44,-79.45,0.0,0.98,0.16,-0.08,0.0,0.99,0.05,-0.06,0.0,-0.02,0.14300000000000002,-0.187,0.0,4.45,0.06,-0.13,0.0
2110,5272.0,200.0,-200.0,0.0,0.85,0.41,-0.41,0.0,0.86,0.04,-0.04,0.0,0.14,0.15,-0.15,0.0,4.55,0.3,-0.3,0.0
2111,5272.0,200.0,-200.0,0.0,0.85,0.41,-0.41,0.0,0.86,0.04,-0.04,0.0,0.14,0.15,-0.15,0.0,4.55,0.3,-0.3,0.0
2112,5172.0,52.2,-66.13,0.0,0.81,0.05,-0.04,0.0,0.86,0.04,-0.04,0.0,0.07,0.17,-0.17600000000000002,0.0,4.56,0.03,-0.06,0.0
2113,5156.0,61.41,-70.65,0.0,0.81,0.04,-0.03,0.0,0.85,0.04,-0.04,0.0,0.07,0.146,-0.155,0.0,4.56,0.03,-0.06,0.0
2114,4908.0,52.54,-65.82,0.0,0.75,0.03,-0.03,0.0,0.8,0.03,-0.04,0.0,0.04,0.152,-0.161,0.0,4.6,0.02,-0.04,0.0
2115,5381.0,59.2,-59.31,0.0,0.84,0.08,-0.05,0.0,0.88,0.04,-0.05,0.0,-0.04,0.155,-0.157,0.0,4.54,0.04,-0.09,0.0
2116,6337.0,208.71,-223.77,0.0,1.4,0.6,-0.25,0.0,1.25,0.21,-0.14,0.0,0.04,0.132,-0.159,0.0,4.24,0.13,-0.25,0.0
2117,5730.0,204.01,-127.9,0.0,0.92,0.13,-0.09,0.0,0.94,0.08,-0.07,0.0,-0.17,0.18100000000000002,-0.212,0.0,4.49,0.06,-0.11,0.0
2118,6087.0,92.28,-89.44,0.0,1.12,0.07,-0.06,0.0,1.11,0.04,-0.04,0.0,0.02,0.08,-0.083,0.0,4.39,0.04,-0.05,0.0
2119,5965.0,147.55,-160.68,0.0,1.12,0.27,-0.12,0.0,1.08,0.09,-0.07,0.0,0.06,0.138,-0.141,0.0,4.38,0.09,-0.17,0.0
2120,6541.0,230.55,-190.33,0.0,1.63,0.65,-0.32,0.0,1.38,0.21,-0.16,0.0,0.04,0.131,-0.153,0.0,4.16,0.14,-0.23,0.0
2121,5820.0,71.05,-62.23,0.0,1.31,0.29,-0.26,0.0,1.05,0.07,-0.05,0.0,0.06,0.09300000000000001,-0.073,0.0,4.22,0.17,-0.15,0.0
2122,5655.0,76.91,-64.04,0.0,0.9,0.11,-0.07,0.0,0.93,0.05,-0.06,0.0,-0.13,0.174,-0.192,0.0,4.51,0.05,-0.11,0.0
2123,5381.0,100.0,-100.0,0.0,0.95,0.14,-0.14,0.0,0.92,0.04,-0.04,0.0,0.381,0.031,-0.031,0.0,4.46,0.15,-0.15,0.0
2124,5381.0,100.0,-100.0,0.0,0.95,0.14,-0.14,0.0,0.92,0.04,-0.04,0.0,0.381,0.031,-0.031,0.0,4.46,0.15,-0.15,0.0
2125,5381.0,100.0,-100.0,0.0,0.95,0.14,-0.14,0.0,0.92,0.04,-0.04,0.0,0.381,0.031,-0.031,0.0,4.46,0.15,-0.15,0.0
2126,5515.0,193.53,-190.47,0.0,0.87,0.11,-0.07,0.0,0.9,0.07,-0.06,0.0,-0.08,0.156,-0.179,0.0,4.52,0.06,-0.1,0.0
2127,5728.0,84.52,-115.34,0.0,0.99,0.22,-0.08,0.0,1.0,0.05,-0.05,0.0,0.06,0.133,-0.149,0.0,4.45,0.06,-0.16,0.0
2128,4712.0,54.27,-72.63,0.0,0.72,0.02,-0.03,0.0,0.77,0.03,-0.04,0.0,0.06,0.14800000000000002,-0.179,0.0,4.62,0.01,-0.03,0.0
2129,5863.0,78.69,-82.85,0.0,1.29,0.24,-0.2,0.0,1.06,0.06,-0.05,0.0,0.06,0.094,-0.071,0.0,4.24,0.13,-0.13,0.0
2130,5659.0,86.94,-107.31,0.0,0.94,0.13,-0.07,0.0,0.96,0.05,-0.06,0.0,0.01,0.15,-0.182,0.0,4.48,0.06,-0.12,0.0
2131,5831.0,90.97,-139.38,0.0,1.04,0.25,-0.1,0.0,1.03,0.06,-0.06,0.0,0.06,0.133,-0.146,0.0,4.42,0.08,-0.18,0.0
2132,6182.0,140.35,-206.6,0.0,1.27,0.52,-0.2,0.0,1.18,0.17,-0.11,0.0,0.05,0.128,-0.152,0.0,4.29,0.12,-0.24,0.0
2133,5675.0,159.75,-169.0,0.0,0.95,0.16,-0.08,0.0,0.96,0.07,-0.06,0.0,0.01,0.134,-0.172,0.0,4.47,0.06,-0.13,0.0
2134,5256.0,60.36,-58.16,0.0,0.81,0.05,-0.04,0.0,0.86,0.04,-0.04,0.0,-0.01,0.141,-0.156,0.0,4.56,0.03,-0.07,0.0
2135,5097.0,77.02,-92.24,0.0,0.78,0.04,-0.04,0.0,0.82,0.04,-0.04,0.0,-0.01,0.149,-0.16899999999999998,0.0,4.58,0.03,-0.05,0.0
2136,5515.0,122.0,-130.0,0.0,0.99,0.06,-0.07,0.0,1.02,0.04,-0.05,0.0,0.36,0.07,-0.07,0.0,4.46,0.05,-0.05,0.0
2137,5560.0,100.0,-100.0,0.0,0.94,0.14,-0.14,0.0,0.94,0.04,-0.04,0.0,-0.02,0.099,-0.106,0.0,4.47,0.15,-0.15,0.0
2138,5560.0,100.0,-100.0,0.0,0.94,0.14,-0.14,0.0,0.94,0.04,-0.04,0.0,-0.02,0.099,-0.106,0.0,4.47,0.15,-0.15,0.0
2139,5560.0,100.0,-100.0,0.0,0.94,0.14,-0.14,0.0,0.94,0.04,-0.04,0.0,-0.02,0.099,-0.106,0.0,4.47,0.15,-0.15,0.0
2140,5560.0,100.0,-100.0,0.0,0.94,0.14,-0.14,0.0,0.94,0.04,-0.04,0.0,-0.02,0.099,-0.106,0.0,4.47,0.15,-0.15,0.0
2141,5528.0,122.0,-122.0,0.0,0.91,0.18,-0.1,0.0,0.97,0.07,-0.07,0.0,-0.05,0.156,-0.185,0.0,4.51,0.07,-0.14,0.0
2142,5845.0,122.09,-140.57,0.0,1.0,0.18,-0.1,0.0,1.0,0.07,-0.07,0.0,-0.05,0.156,-0.185,0.0,4.44,0.07,-0.14,0.0
2143,6229.0,111.62,-123.73,0.0,1.3,0.54,-0.18,0.0,1.2,0.17,-0.09,0.0,0.04,0.13699999999999998,-0.163,0.0,4.28,0.11,-0.24,0.0
2144,6666.0,321.18,-272.08,0.0,1.72,0.61,-0.33,0.0,1.44,0.23,-0.17,0.0,0.05,0.138,-0.15,0.0,4.13,0.14,-0.21,0.0
2145,5069.0,95.03,-73.98,0.0,0.74,0.05,-0.07,0.0,0.77,0.05,-0.07,0.0,-0.19,0.179,-0.259,0.0,4.59,0.05,-0.05,0.0
